"gene","TCGA-73-4670-01A","TCGA-50-5931-01A","TCGA-93-8067-01A","TCGA-L9-A5IP-01A","TCGA-50-5068-01A","TCGA-67-3771-01A","TCGA-97-A4M5-01A","TCGA-86-6562-01A","TCGA-44-5645-01A","TCGA-55-8207-01A","TCGA-86-8358-01A","TCGA-69-8254-01A","TCGA-78-7150-01A","TCGA-50-5946-01A","TCGA-05-4418-01A","TCGA-91-6836-11A","TCGA-44-3398-11B","TCGA-91-6835-11A","TCGA-55-6971-11A","TCGA-44-6144-11A","TCGA-50-5932-11A","TCGA-50-5939-11A","TCGA-50-5930-11A","TCGA-68-A59I-01A","TCGA-33-A5GW-01A","TCGA-21-1070-01A","TCGA-22-5489-01A","TCGA-98-8023-01A","TCGA-96-A4JK-01A","TCGA-56-1622-01A","TCGA-39-5030-01A","TCGA-56-7223-01A","TCGA-33-6737-01A","TCGA-77-A5G6-01A","TCGA-85-8481-01A","TCGA-60-2710-01A","TCGA-O2-A52V-01A","TCGA-77-A5GH-01A","TCGA-22-5491-11A","TCGA-77-7337-11A","TCGA-56-8309-11A","TCGA-43-6647-11A","TCGA-56-7580-11A","TCGA-56-7823-11A","TCGA-77-7335-11A"
"TRAPPC9",10.4471,10.4834,11.6093,10.6127,8.8617,10.2642,10.4728,10.3103,10.1544,10.1924,11.6953,10.3631,10.4649,10.4255,10.9957,10.3512,10.3936,10.566,10.2345,10.4411,10.2874,10.2657,10.4651,10.3489,10.139,9.8206,10.7214,10.2902,10.8936,11.3762,10.4392,9.4796,11.3875,10.1814,10.9242,10.8835,10.6766,10.425,10.6157,10.4331,10.6231,10.6134,10.1647,10.3179,10.0174
"CHRAC1",10.9355,10.5331,10.6148,10.4644,9.9287,10.8434,9.8846,10.1712,8.5749,9.9821,11.0373,10.2444,10.4474,10.781,11.1202,10.1434,9.8556,9.9776,10.3606,10.3521,10.3009,10.4077,10.7309,10.268,10.4894,10.8611,10.9472,10.9174,10.8844,11.4238,10.2694,9.8376,11.2339,10.7607,11.0057,11.5007,10.587,11.2057,10.3652,10.5266,10.002,10.4862,10.2442,10.2542,10.5582
"AGO2",11.5426,11.249,11.5668,11.4763,9.2621,11.5458,10.8791,10.5588,11.1034,10.4496,12.2246,10.525,11.083,11.9028,10.7976,10.6949,10.7964,10.853,10.9881,10.4868,10.8196,11.2035,10.9976,11.2895,11.1094,11.6995,10.9879,11.357,12.1418,12.763,10.874,11.2023,13.1391,11.7691,12.6274,12.0592,11.8786,11.9807,10.2692,10.6188,10.2728,11.3558,10.8345,11.1005,9.6174
"PTK2",12.6172,11.5333,12.7498,12.5362,11.4029,11.9352,11.5083,12.2138,12.7701,12.2863,12.5673,11.5819,11.4576,12.6581,11.8482,11.8028,11.7662,11.7393,11.8042,11.8792,11.9977,12.1371,11.9179,12.2855,12.4363,12.1022,11.9731,11.9438,11.9867,13.4828,12.0003,11.6914,12.6385,12.221,13.0839,12.7412,12.531,13.1729,11.9034,12.105,11.638,11.9988,11.7612,11.8033,12.0248
"DENND3",9.7238,8.7825,10.6005,10.4589,9.6398,11.1274,11.2927,9.6472,10.3181,10.5704,10.0184,10.7259,9.4928,9.1692,11.8214,12.3943,12.0477,11.0023,12.842,12.6209,12.6776,12.3878,12.5909,10.3084,8.5849,10.3811,11.3376,10.2974,9.2446,9.255,10.4392,8.2898,10.3035,9.0405,11.2592,9.9309,9.8981,12.4964,12.7373,12.4435,12.7262,12.505,12.0244,12.1001,11.1208
"SLC45A4",11.9413,9.8214,11.5868,11.607,8.855,10.2197,10.6895,9.8855,10.2523,9.9558,11.1004,10.1204,13.1502,10.5987,12.3185,10.2643,10.1961,10.7371,10.3421,10.1005,10.1328,10.6943,10.1643,10.0815,10.3898,9.8905,10.7241,10.4733,10.3624,10.8999,11.027,9.4813,13.07,9.782,10.3219,10.4827,9.9921,10.7561,10.3056,10.0065,10.304,10.1268,10.2317,10.46,8.9922
"GPR20",6.7598,5.9188,6.3924,7.2472,6.0193,6.551,6.9654,6.0865,6.2685,6.8622,6.3157,6.3024,6.3872,5.8499,6.6705,6.4654,6.7544,6.6229,6.767,6.7088,6.873,6.8396,6.6217,6.0126,5.8696,6.3514,6.281,6.0164,6.0476,6.0489,6.3686,6.033,7.7167,6.058,6.2811,6.2113,6.3285,6.3698,6.6094,6.6764,6.8956,6.9355,6.4167,6.4846,6.2065
"PTP4A3",10.8367,10.3721,10.4349,10.2424,9.9048,11.4617,10.9829,10.8096,9.6483,10.8237,13.0973,9.6322,9.3193,10.8444,10.5785,10.4885,10.1354,10.2991,10.932,10.7594,10.3054,10.7278,11.0264,11.4663,9.8677,10.4719,11.3459,11.3301,11.026,10.4596,11.7368,9.5547,9.8347,10.0616,10.9664,9.9182,10.4199,11.1122,11.3904,9.8942,10.3781,11.2417,9.8542,11.3259,9.2264
"TSNARE1",8.8886,9.5088,9.9596,8.7758,8.4696,8.941,9.0038,8.127,8.9869,9.0073,9.7417,9.1634,7.3732,9.2731,8.2946,9.0055,9.0156,9.0591,9.0564,9.0072,9.0688,9.0514,8.7548,8.5947,8.8663,8.4091,9.4662,9.3037,11.4697,9.4833,8.6565,8.6223,8.6653,9.8203,9.8135,9.796,8.8868,9.2099,9.0752,8.2884,8.9431,8.9875,8.5051,9.0672,7.6799
"ADGRB1",6.3707,7.4583,7.8462,6.5829,7.1956,7.1079,7.3891,6.5859,6.7813,8.014,8.3085,6.9901,6.3057,6.2932,7.1055,6.9122,7.0171,7.247,6.9872,7.1874,6.8431,7.2779,6.726,8.0453,6.6795,6.6684,8.9501,6.7335,11.8968,6.4342,7.9188,7.1661,6.4914,7.237,8.5923,6.8097,7.802,6.7434,6.6927,6.6393,7.1016,6.8906,7.0717,7.0552,6.244
"ARC",7.258,6.5873,6.6476,6.5829,6.6443,6.294,7.3725,6.7396,6.0909,6.7303,6.9316,7.2908,6.2114,5.9298,6.0865,8.4972,8.0599,6.8717,7.5871,8.7534,8.244,10.0647,8.1606,7.1925,6.5469,6.5901,6.3757,6.1641,8.7721,8.2554,6.3361,6.602,7.9627,6.5432,10.7828,6.5467,6.3285,5.9387,8.5312,7.5986,9.4871,8.6625,7.1069,8.4703,6.5981
"JRK",10.9406,9.678,9.3915,12.4856,7.8653,9.8408,10.3823,8.5851,10.2775,9.013,10.0748,9.0152,8.4844,9.8773,8.9686,9.1349,9.5656,9.5469,9.5414,9.2147,9.1232,9.5151,9.1277,9.1118,9.2737,9.7917,8.8423,9.7642,11.0013,9.4719,9.2762,9.682,12.3141,9.5491,9.5677,9.235,8.9835,9.5874,8.8082,8.8524,9.6834,9.6408,9.7065,9.4429,7.9051
"PSCA",12.5635,7.0414,7.4972,14.9359,7.2192,8.13,11.4992,7.5658,6.0909,6.6756,6.4503,8.1505,6.1378,7.8187,7.8734,8.177,6.4062,7.1567,6.203,6.4982,6.2859,6.1144,6.4494,8.8543,8.7847,8.6244,6.5563,6.8042,7.3175,10.108,7.0117,6.38,15.4431,6.2883,10.5792,7.6256,7.6689,7.2571,6.1724,5.9395,11.828,6.3642,6.1406,8.1869,6.5761
"LY6K",8.0532,9.7998,6.6069,8.4224,8.9652,11.443,8.6485,6.6576,6.2685,9.4833,7.6647,6.7036,9.2308,10.7202,9.6474,6.6983,6.476,6.7243,6.914,7.4573,6.873,6.8555,6.5993,10.3838,9.0472,10.8626,9.292,9.8574,11.2884,10.5465,7.703,6.7321,7.804,9.3185,12.0669,10.0503,8.2934,8.6274,6.5872,6.5805,6.4913,6.5191,6.3095,6.4384,7.0232
"THEM6",12.6087,9.9914,11.0957,10.8047,10.4965,10.8981,10.7536,10.2004,9.8993,9.9748,10.3793,10.3608,9.3085,9.9991,10.9263,10.0298,10.203,9.7152,9.8562,10.0418,9.9834,10.2621,9.8706,9.5881,11.0264,11.3091,9.9681,10.2294,11.9687,10.7592,9.3286,8.5699,11.4464,9.7023,11.3986,10.7749,9.9479,9.4214,10.4461,9.3737,10.1183,10.0188,9.6088,9.8806,9.3867
"LYPD2",5.9636,5.9776,5.8627,6.5368,5.953,6.2013,6.5325,5.9291,5.6565,5.8604,5.8408,6.0124,6.1759,5.8499,5.6565,6.3592,6.5397,5.9292,5.6565,6.4222,6.1844,6.1144,5.8709,7.1809,7.2049,8.2296,6.0746,5.6565,5.8525,9.3204,6.7567,5.6565,8.3889,5.8578,6.3535,7.9728,5.9329,5.6565,6.2132,6.6202,6.2509,6.2709,7.3733,6.5281,5.8655
"LYNX1",7.282,8.0648,7.7547,8.1468,8.1625,9.9499,8.8553,9.0581,9.0557,9.2793,7.9841,8.6165,7.732,9.0769,8.0503,8.9009,10.5795,10.026,8.7296,9.1066,9.5935,9.8243,9.1536,8.3796,12.0499,9.9469,10.0976,8.0305,10.7041,7.4724,8.2561,7.7613,8.718,9.1801,10.889,9.1164,9.5474,8.6021,10.5854,9.1826,8.9573,10.1282,10.0232,9.2752,8.291
"LY6D",10.3064,5.8421,6.3345,6.8673,6.1241,6.3741,9.625,6.6225,6.0909,7.083,5.917,8.4407,6.0962,6.5096,10.2467,5.6565,5.8521,6.1648,6.1629,6.3949,5.857,5.862,5.6565,6.6059,11.9546,13.0039,7.4499,14.7638,10.1405,9.7064,12.1045,5.9231,13.1147,13.0445,14.2254,9.9911,8.2623,8.8677,5.8681,6.0028,6.4448,6.0678,5.855,6.0973,5.8655
"LY6E",13.6975,11.7075,14.1902,11.6559,14.7581,12.6452,13.2448,13.4136,11.7887,13.2682,10.7348,13.8945,12.3033,13.0909,13.5451,12.9278,13.4377,12.9375,12.8606,13.696,13.3012,13.2055,13.6438,11.5647,12.4472,14.6785,14.4394,13.7227,12.5775,15.1349,13.6707,10.9294,12.0341,12.4028,15.9314,13.2285,12.5541,14.5244,13.5927,12.8615,14.0373,13.4085,13.236,13.324,13.8206
"LY6H",6.5644,6.552,6.1159,6.8835,6.9112,6.8893,6.6062,6.4425,6.2159,6.4863,6.5458,6.3334,6.0962,6.0877,7.0637,6.2322,6.5397,6.7082,5.6565,6.3949,6.1033,7.0019,6.0272,6.8891,6.1311,6.0065,6.4321,7.0718,6.3568,5.9344,6.3018,6.7169,6.9159,6.058,6.0409,6.2445,6.1338,6.4216,8.1734,5.9395,7.503,6.1594,6.2481,7.7432,6.2791
"GPIHBP1",6.72,6.4761,7.2612,6.2484,6.7959,7.1188,8.5564,8.3239,6.8549,7.1436,7.2797,8.1505,6.2446,6.5096,6.649,9.4915,11.7588,8.6795,10.7448,9.7679,11.112,11.2576,11.6558,6.8891,6.6376,6.2597,7.2857,7.1231,6.1727,5.8532,6.5618,6.0771,8.705,6.7845,6.1985,6.9643,6.1338,6.5982,12.2502,10.5927,10.4296,11.6184,10.2178,11.0459,10.2715
"ZFP41",9.1608,9.4971,10.208,9.3985,7.8373,9.7473,9.2084,9.2427,8.7782,8.8757,9.3626,9.264,8.9682,9.0322,8.8665,8.6685,8.9098,9.1004,8.8928,8.8552,8.7095,8.9281,8.8031,8.8248,9.4348,8.4004,9.0648,9.5185,9.2558,9.3809,8.8568,8.8719,8.8418,9.6394,9.7136,9.6692,9.1185,9.1689,8.7868,8.369,8.7505,9.1068,8.8972,8.6818,7.8296
"RP13-582O9.6",9.1896,9.0218,9.1198,9.0725,8.1845,8.0553,8.6612,8.2815,8.3987,8.3898,8.7855,8.5933,8.3021,8.513,9.0138,8.2383,8.2892,8.3537,8.2319,8.2751,8.277,8.4065,8.1548,8.4377,8.8455,7.9998,8.5152,8.9364,8.7721,8.8907,8.3471,8.3301,8.3724,9.0964,8.8801,9.0218,8.7327,8.5385,8.1565,8.0359,8.3067,8.5004,8.0934,8.2439,7.4546
"GLI4",9.8693,9.2102,9.2062,9.8841,9.0586,8.328,9.261,8.1221,7.9212,8.6483,9.1724,8.4623,8.3963,9.1531,9.8575,8.3208,8.3703,8.3699,8.5773,8.3429,8.027,8.2258,8.2559,9.4498,9.7167,8.7379,8.4979,9.1959,9.475,9.3457,8.3727,8.8114,8.9879,9.9424,9.2479,9.0609,9.8421,9.1342,8.2914,7.9016,8.5613,8.4448,8.2133,8.482,7.492
"ZNF696",8.4484,8.5342,8.8633,8.1125,7.6219,7.9925,8.0432,7.8791,8.3439,8.1476,8.8259,7.7661,7.7589,8.8434,7.783,7.5035,8.203,7.8084,8.3024,8.0718,7.9099,8.0234,8.0644,8.2098,8.1763,8.0343,8.3124,8.3171,8.4472,8.8704,7.9812,7.9157,8.2081,8.4352,8.5316,8.4567,8.2397,8.5688,7.8016,7.2712,7.7165,8.0361,7.6361,7.7962,7.0232
"TOP1MT",10.2187,10.1761,10.5114,10.3039,9.5538,9.9271,9.5205,10.1053,9.5889,10.3548,10.405,9.2833,9.3616,10.3238,10.0515,9.475,9.4511,9.7445,9.2236,9.4092,9.1903,9.4885,9.2122,9.5626,9.9197,10.4617,10.6115,10.6127,10.8418,10.2485,9.2815,9.789,11.4047,10.2093,11.2726,10.4856,11.3546,9.9296,9.4783,8.6297,9.4233,9.2392,9.1187,9.423,8.5712
"RHPN1",10.0111,9.7459,11.5295,10.7846,9.3622,9.6506,10.2888,9.2938,8.8234,10.5286,10.6829,9.5903,8.3457,11.3547,10.0864,8.3896,8.5955,10.1171,8.7041,8.865,8.0101,7.8333,7.8555,9.658,8.5849,9.4044,8.5616,9.1016,9.6533,8.6794,7.7361,8.8254,8.7854,7.3952,10.4759,8.3793,9.4905,8.7478,8.505,7.883,9.9508,8.4492,8.0401,9.0281,7.3556
"ZC3H3",10.5513,10.138,11.0181,11.0748,8.8949,9.4857,9.9974,9.8205,8.3298,9.7096,10.7624,9.6266,9.6611,10.488,10.1934,9.5885,9.6501,9.622,9.5815,9.9354,9.7753,9.6634,9.9231,10.1485,10.1821,10.0359,10.2859,10.2078,10.0442,10.9979,10.119,9.3299,11.003,10.5392,11.004,10.8719,10.2606,10.7,9.8239,9.5364,9.9151,9.9956,9.4712,9.7982,8.9334
"GSDMD",10.5601,11.2445,11.6169,11.1054,12.4729,10.3573,11.3722,10.5785,10.7424,10.9948,10.4337,11.5151,10.601,11.5332,12.264,11.0866,11.1567,11.1358,11.1616,11.5073,11.1202,11.1361,10.9769,11.4414,10.4794,11.0671,11.5341,11.6582,11.099,11.0091,11.5481,8.188,10.801,10.7426,11.9536,11.5249,11.2172,11.6755,11.8008,10.4967,11.7281,11.3149,10.9288,11.5179,10.3801
"MROH6",10.2531,8.4487,11.0066,11.1082,9.5204,9.8379,10.4076,9.8758,7.1236,10.0134,7.9292,9.8591,8.4882,10.3927,10.2587,8.2029,8.567,8.3414,8.8734,8.394,8.3318,8.3473,8.5299,10.4405,8.3315,10.8549,7.8839,8.2264,8.0427,9.468,8.1104,7.0839,10.414,8.0004,11.725,9.796,10.3016,9.4457,8.4512,7.9907,8.9629,8.4361,8.3454,8.5764,7.8917
"NAPRT",9.6472,10.9746,10.6421,12.5422,11.2836,10.59,11.5877,9.8248,9.2145,10.7308,10.0401,11.5257,11.4104,11.6564,8.3052,10.0945,10.2143,10.6192,9.0678,10.4259,10.1651,9.9806,10.4479,11.1695,11.6937,11.7332,8.3564,10.7539,10.8469,12.0631,10.2721,7.5719,12.4188,10.4446,13.1178,12.1877,11.6773,11.0278,10.704,9.738,10.8834,10.0958,9.5398,9.975,9.741
"EEF1D",14.3607,13.1376,14.3278,13.8274,13.9056,12.9022,13.4021,12.9094,13.0808,13.4946,12.7024,13.0252,12.5289,13.2526,14.1665,13.0142,13.285,13.14,12.9091,13.1843,12.7844,12.9869,13.1429,13.3378,13.4171,13.2571,13.5192,13.5846,12.929,13.6346,13.0427,11.8079,14.2526,13.2021,14.2318,13.2593,12.9695,13.3946,13.8123,12.2587,12.9173,13.1101,12.5977,12.9003,12.6868
"TIGD5",9.2456,9.0949,9.4653,9.5684,8.8717,8.3651,8.7791,8.6849,8.5145,7.8257,9.386,8.4407,8.7991,8.5167,9.5849,8.0043,8.7646,8.5333,8.4244,8.3094,8.4311,8.5381,8.653,8.851,9.949,8.8174,8.9595,9.1616,9.1946,9.8413,9.2162,7.8884,9.3027,9.4467,9.5021,10.0618,9.01,8.6872,8.5006,7.883,8.2279,8.8702,8.2085,8.4859,7.7267
"PYCRL",10.2932,9.5723,10.3688,10.6557,10.2802,8.8433,9.4079,9.116,8.477,9.1741,9.501,9.4289,8.9682,9.5822,9.7945,8.1237,8.6542,9.0932,8.2625,8.4651,8.3496,8.1419,8.6201,8.7036,9.973,9.123,9.8792,9.8309,9.6073,10.6747,9.5455,9.0392,9.3804,9.4528,10.5297,10.1545,9.6861,9.7863,8.857,8.1219,8.8176,8.7563,8.0616,8.5014,8.0017
"TSTA3",12.4439,11.2579,12.5058,13.0765,12.3099,11.1894,12.5583,10.7571,10.3575,11.098,11.3473,12.2899,11.0924,11.7319,12.6495,10.1793,10.4154,10.595,10.5809,10.7472,10.1724,10.3668,10.5895,10.9452,11.3761,11.6101,11.2935,11.1562,10.5627,12.4136,10.843,10.2946,12.8274,11.4028,12.2932,11.5465,11.3345,12.0139,11.1855,10.2558,10.7221,10.2953,10.0534,10.7743,10.3835
"ZNF623",10.3903,10.7393,11.0606,10.5947,10.1393,10.0162,10.1877,10.0571,10.5067,9.4648,10.8965,9.8702,9.9186,10.9099,9.9544,9.6649,9.8715,9.9194,10.0585,9.7008,9.9834,9.7102,9.8877,10.3096,10.519,10.1741,10.3546,10.1487,9.8357,12.0109,10.0845,10.3396,10.5142,10.7376,10.6403,10.7943,10.4423,11.097,9.5515,9.8445,9.4851,9.8035,10.2027,9.6211,9.8447
"ZNF707",8.8991,9.391,9.9062,9.0039,8.2947,9.0895,8.8581,8.6977,8.5984,8.4548,8.9862,8.9225,8.2525,9.3274,8.3671,8.4637,8.7105,8.4747,8.7546,8.7569,8.464,8.3975,8.7661,9.2435,9.121,8.8334,8.7834,9.0066,8.9884,9.2325,9.0321,8.4874,9.0876,9.5453,9.6217,9.1115,9.0179,9.9181,8.544,8.0303,8.8332,8.8409,8.3627,8.6986,7.6639
"MAPK15",7.7249,8.4732,10.0761,9.5643,8.406,8.1729,10.2133,7.5731,8.6214,7.1554,7.9343,8.9317,6.8689,9.8087,8.5063,8.2922,8.126,11.0124,8.0673,7.724,8.1754,6.9601,7.7008,8.7072,7.048,7.8454,7.0545,7.4096,7.8796,8.3479,6.7947,7.6537,7.7167,6.6993,8.3209,6.6966,9.4868,8.9298,7.3745,7.6885,11.0015,8.2582,7.6361,8.9435,7.116
"FAM83H",12.707,11.9207,13.8914,13.8528,9.9954,11.7616,12.1695,11.5849,11.1165,11.0076,11.3668,11.463,12.3489,11.9295,12.6068,10.694,10.937,11.2802,11.1813,11.2392,10.8911,10.9057,11.3843,11.6101,13.4142,12.3209,11.596,12.2624,12.1439,13.1665,11.2828,11.2321,13.6263,11.9224,13.6914,13.7403,12.2282,12.7563,11.3105,10.483,10.57,11.2889,10.6058,10.6722,9.7247
"FAM83H-AS1",11.2617,9.7875,12.869,11.4082,9.252,11.5663,9.9382,10.3863,8.61,9.1065,9.7556,9.4986,11.2394,10.9765,11.0505,8.4806,8.4856,9.788,8.4289,8.5892,7.9698,7.8196,8.3348,11.2276,11.6845,10.9852,9.4463,10.6827,10.6211,12.3185,9.2547,10.6679,12.0898,10.5675,11.5121,11.4898,10.7122,10.6461,8.4141,8.0247,9.7269,8.2879,8.1038,8.4057,7.7938
"SCRIB",12.044,11.8447,12.4911,11.8829,9.6875,10.5976,11.6403,11.5849,10.3023,11.1863,12.8093,11.7567,11.0748,12.7182,11.8757,10.4782,11.101,11.0124,10.9195,11.2072,10.897,10.8745,10.7581,11.8061,12.0291,11.3299,11.4269,11.8804,12.0594,12.0916,11.4503,10.9338,12.9845,12.1419,12.9861,12.8216,12.0498,12.4044,10.933,9.9873,11.0853,11.0846,10.2442,11.2173,9.0689
"PUF60",13.2301,12.3785,13.4473,12.8516,12.5098,12.0899,11.9522,11.6451,11.3475,11.7986,12.6945,11.6815,11.9615,12.6207,13.3454,11.5778,11.7208,11.7381,11.3774,11.7624,11.5995,11.6447,11.769,12.2702,12.6574,12.0635,12.7399,12.2954,11.8549,13.2195,12.3282,11.4509,13.6153,12.7386,13.2012,13.2905,12.5971,12.814,11.9904,11.342,11.7821,12.0509,11.1163,11.822,11.3683
"NRBP2",10.1591,10.0778,10.6661,9.7585,10.3762,9.9932,10.249,9.174,8.6993,10.3559,10.4457,9.9729,9.0561,10.9065,10.5657,10.2571,10.1496,10.2517,10.4966,10.491,10.5173,10.3978,10.1977,10.5146,8.982,10.4536,9.7453,9.4152,9.8693,9.0489,9.1182,8.3654,10.3646,9.6051,11.1376,9.9489,9.6598,11.0549,10.42,10.3887,10.932,10.5027,10.6172,10.6287,9.4887
"EPPK1",10.7384,11.1595,12.5017,10.9933,7.8514,10.4737,9.9485,9.1557,10.1583,7.7776,9.7263,9.9094,9.5285,10.2906,9.2397,8.8599,9.2399,10.9998,9.8281,8.6359,9.329,9.1038,9.1706,8.0511,9.4371,10.4361,8.0384,8.2264,9.4616,11.4365,9.1032,8.5259,11.6423,9.2592,11.7081,12.4518,9.8081,9.558,9.1879,8.5558,9.5941,10.0159,9.0469,8.8685,7.8437
"PLEC",14.3068,12.7661,15.9553,16.4805,10.7253,12.8693,14.3869,13.7875,14.1327,13.4259,12.7746,13.8339,13.8393,13.4384,14.2875,13.2319,13.9447,14.0873,13.7367,13.3483,14.2385,14.1621,13.9829,13.9679,14.5751,13.8339,14.486,14.8197,13.6569,14.9118,13.8681,12.7273,15.4757,13.9488,16.073,15.5783,14.8623,15.0428,13.5116,13.2242,13.7793,14.5312,13.583,13.7547,11.8365
"GRINA",13.2577,12.0929,13.7072,13.4586,11.7527,12.5298,13.0251,12.3826,10.1583,12.1908,11.7755,12.4193,11.8647,12.3776,12.6971,12.8348,12.7481,12.0816,12.508,12.9424,12.5424,12.9062,13.3149,12.2599,12.7331,12.6467,13.2728,12.601,12.0185,13.8843,12.9153,11.6482,14.3009,12.2704,14.8912,12.8269,12.7597,13.7644,12.7845,12.6839,13.3728,13.1935,12.5778,12.9482,12.948
"PARP10",10.7652,10.7158,11.9939,12.0043,10.5511,10.4037,11.9028,10.9774,10.9119,11.4125,10.8889,11.5105,10.1727,12.0067,12.3637,10.8341,11.2858,10.9104,11.2324,11.4844,11.0295,11.1426,11.0303,11.3618,10.9689,11.1597,12.1629,11.6544,11.0072,12.0866,11.3693,8.5015,10.0832,11.2299,11.897,11.4765,11.3391,11.5734,11.2494,10.0812,11.9519,11.2817,10.4026,11.4853,9.3257
"SPATC1",6.1864,5.9776,6.1992,6.2106,6.1241,6.5106,6.5884,6.0865,6.1574,6.2965,6.0675,6.3334,5.9352,6.0425,6.4538,6.5131,6.3004,6.1648,6.4512,6.2729,6.2204,6.539,6.6858,6.4944,6.1311,6.3514,6.3142,6.3409,6.4317,5.9966,6.2655,6.033,6.4618,6.0045,6.4186,6.3871,6.7542,6.3424,6.2132,6.2197,6.7582,6.4711,6.3915,6.4142,6.1661
"OPLAH",10.9846,11.0948,10.4668,10.6196,8.7895,8.9783,10.786,9.941,8.8625,9.5036,7.7724,9.6964,9.5794,10.5705,10.7079,8.9101,9.1091,9.2043,8.9526,8.9983,8.8521,8.6658,8.8248,10.1301,10.5287,9.3787,10.0387,10.059,10.1805,11.0157,9.0129,8.2939,9.8484,9.8421,11.7714,10.764,9.1827,10.672,8.9107,8.251,8.9686,9.0737,8.9573,9.0646,7.3962
"EXOSC4",10.5754,9.7102,10.38,10.3864,10.3786,9.1858,9.5393,8.9532,8.412,8.934,9.578,8.9711,9.3064,9.6623,10.3528,8.6162,8.8611,8.6956,8.4944,8.9379,8.5392,8.53,9.0806,9.9981,10.1032,9.4255,9.7826,9.9073,9.3869,11.2037,9.6984,8.5699,10.6148,9.7074,10.2539,10.4799,9.7499,9.791,9.0898,8.2271,9.0155,8.9606,8.3797,8.8264,8.5212
"GPAA1",13.2855,12.2169,12.8958,12.9701,11.4626,11.3719,12.2497,11.7886,11.0872,11.7454,12.2061,11.6523,11.254,12.6199,12.1766,11.2749,11.7811,11.6419,11.3949,11.5424,11.4155,11.5388,11.6225,11.9039,12.277,11.9463,12.3277,12.0964,11.4744,12.3343,11.6036,10.8944,12.2174,12.1582,12.9855,12.3115,11.5584,12.4342,12.0118,11.3338,11.5381,11.7813,11.4912,11.596,11.1641
"CYC1",13.7886,11.8867,12.4629,12.8842,13.1501,11.5698,11.6552,10.5422,10.3076,10.8092,12.2951,11.0943,11.904,11.3254,14.0343,10.8667,10.8777,10.7077,10.551,11.0414,10.6892,10.7129,10.9721,11.666,12.8488,11.8528,12.3526,12.1674,11.6982,12.7948,11.7673,10.9101,13.4412,12.1102,12.3158,12.557,12.0397,12.229,11.0887,10.7873,11.064,11.0042,10.6858,10.9292,11.4133
"MAF1",12.8825,12.0907,12.3968,12.2237,11.9604,11.4018,11.4119,11.4807,10.8876,11.3719,11.6266,11.5222,11.0961,11.7361,12.4674,11.7064,11.8665,11.5059,11.6941,11.8531,11.7668,11.6839,12.2086,11.6205,12.238,11.5944,11.9406,11.6402,11.3669,12.7056,11.6712,10.8819,12.9587,12.0536,12.6037,12.1683,11.6125,11.9866,12.3205,11.5798,11.7331,11.8434,11.4631,11.5634,11.6544
"SHARPIN",12.1768,10.9907,12.1654,11.8564,11.0598,10.5273,11.383,10.6662,9.7755,10.6978,10.8858,11.0148,10.8045,11.2766,12.0356,10.7098,10.6572,10.7232,10.6188,11.0328,10.594,10.6116,10.9865,10.7215,11.0803,10.9916,10.9742,10.8744,10.2519,11.6073,10.5421,10.1104,11.9379,11.1886,11.9461,11.2998,10.895,11.4634,11.2577,10.4869,10.97,10.884,10.5717,10.6502,10.3662
"WDR97",6.4875,7.3732,6.8749,7.2356,6.6233,6.8893,7.1823,6.0865,6.4033,7.032,7.1144,6.8252,5.9976,6.1659,6.7318,6.4403,6.4978,6.786,6.9729,6.5449,6.399,6.3014,6.2591,7.5478,6.6588,6.7741,6.3142,6.7695,7.1462,7.9672,6.537,6.5662,8.4633,8.1732,6.8604,6.567,6.8873,7.1499,6.2512,6.1838,6.9237,6.4197,6.5724,6.7163,5.6565
"HGH1",10.7879,10.0688,10.705,10.7552,9.5434,9.3748,10.3324,9.9383,9.1648,9.3838,10.3793,9.6285,9.5432,10.2099,10.494,9.1532,9.3011,9.3721,9.1979,9.6531,9.2024,8.9311,9.8017,9.8217,10.4051,9.6212,10.3523,10.3484,10.103,10.612,9.724,9.229,11.5024,10.2773,10.8881,10.328,10.0091,10.2728,9.5046,9.1605,9.5006,9.4445,9.3233,9.1642,8.9046
"MROH1",11.6453,10.7151,11.3346,11.6535,9.4334,10.2875,11.277,10.2235,10.024,10.2653,11.28,10.746,10.3536,11.19,10.8907,10.6716,10.4397,10.5443,10.9133,10.7463,10.7104,10.5157,10.6298,11.415,10.6456,10.344,9.8527,10.4755,10.6789,10.9826,10.2972,9.5159,11.7449,10.5916,11.8681,11.1644,10.8823,11.4723,10.8428,10.2221,10.9412,10.8745,10.4238,10.7347,9.0457
"SCX",7.2211,6.4558,6.9055,7.8148,6.7603,6.942,6.674,6.4196,6.5157,6.5968,6.7658,6.3334,6.6436,7.5629,6.8435,6.2666,6.4062,6.9505,6.4766,6.2729,6.1456,6.6641,6.2591,7.2265,6.5225,6.3792,6.2082,6.8042,6.7564,6.6938,6.3018,6.5662,6.8413,6.4018,6.7224,6.2759,7.1103,6.5982,6.4659,5.9395,6.6539,6.4197,6.4167,6.4619,6.1661
