"gene","logFC","AveExpr","t","pvalue","padj"
"GENE1287",0.0381,4.9087,0.1817,0.8601,0.9888
"GENE1288",0.4682,5.9492,0.7404,0.4782,0.9287
"GENE1289",-0.5149,8.5376,-1.5332,0.1568,0.6952
"GENE1290",-0.1388,8.4001,-0.215,0.8347,0.9888
"GENE1291",0.9697,7.8882,4.8889,0.0006636,0.01659
"GENE1292",-0.1604,6.0131,-0.7162,0.4904,0.9309
"GENE1293",-0.1921,3.6978,-0.574,0.5792,0.9693
"GENE1294",-0.269,5.8706,-0.4427,0.6678,0.9861
"GENE1295",-0.1879,5.8508,-0.7491,0.4723,0.9252
"GENE1296",-0.1185,4.7636,-0.7309,0.4817,0.9291
"GENE1297",0.0643,9.5333,0.2401,0.8166,0.9888
"GENE1298",-1.599,3.3545,-2.9151,0.01895,0.2311
"GENE1299",-0.0174,6.4115,-0.0355,0.9724,0.9922
"GENE1300",-0.1148,7.0518,-0.4302,0.6762,0.9879
"GENE1301",0.2983,8.0144,1.6978,0.1207,0.6237
"GENE1302",0.093,6.1781,0.2317,0.8226,0.9888
"GENE1303",-0.2896,10.0899,-0.6461,0.5327,0.953
"GENE1304",0.5901,6.7426,1.3677,0.2054,0.7864
"GENE1305",0.1946,4.7668,0.4823,0.6452,0.9793
"GENE1306",0.0791,6.179,0.2508,0.8071,0.9888
"GENE1307",0.3005,6.9602,0.5517,0.5941,0.9745
"GENE1308",-0.1056,1.6757,-0.2553,0.8046,0.9888
"GENE1309",-0.3918,6.2992,-0.6426,0.535,0.9543
"GENE1310",0.0706,6.0901,0.1997,0.8457,0.9888
"GENE1311",-0.273,5.4637,-0.688,0.5122,0.9436
"GENE1312",-0.9956,6.2403,-2.43,0.04047,0.373
"GENE1313",0.2698,1.6292,0.6548,0.5285,0.9504
"GENE1314",-0.1715,6.4379,-0.3051,0.7672,0.9888
"GENE1315",0.1119,6.0838,0.357,0.7288,0.9879
"GENE1316",-0.1423,4.9835,-0.3691,0.7209,0.9879
"GENE1317",-1.9146,-0.5379,-6.5633,6.929e-05,0.003464
"GENE1318",0.5283,5.1904,1.2056,0.2577,0.8465
"GENE1319",-0.1095,6.6518,-0.201,0.846,0.9888
"GENE1320",-0.229,5.7927,-0.8413,0.4293,0.9038
"GENE1321",-0.2046,4.6419,-0.4342,0.6737,0.9879
"GENE1322",-0.1036,6.2093,-0.4585,0.6588,0.9861
"GENE1323",-1.7205,3.0169,-4.1436,0.002001,0.04125
"GENE1324",-0.3172,7.126,-0.733,0.4805,0.9288
"GENE1325",-0.2302,7.2433,-0.6874,0.5076,0.9416
"GENE1326",0.3423,7.7027,1.0742,0.3089,0.8739
"GENE1327",0.32,7.6706,0.8515,0.4145,0.9008
"GENE1328",0.0189,4.5958,0.0346,0.9731,0.9922
"GENE1329",-0.1359,5.7036,-0.3546,0.7303,0.9879
"GENE1330",-0.0208,8.6456,-0.0786,0.9389,0.9908
"GENE1331",-0.0839,7.4573,-0.3163,0.7584,0.9888
"GENE1332",0.2956,6.8456,0.6636,0.5221,0.9493
"GENE1333",0.2719,8.4034,1.0733,0.3111,0.8739
"GENE1334",0.3038,4.3,1.3019,0.2222,0.8019
"GENE1335",-0.0738,5.9596,-0.2133,0.8355,0.9888
"GENE1336",0.1696,8.6986,0.5413,0.6052,0.9745
"GENE1337",-0.1238,5.3691,-0.284,0.7825,0.9888
"GENE1338",0.332,6.1553,0.5507,0.5966,0.9745
"GENE1339",-0.2838,5.5766,-0.8273,0.4328,0.9045
"GENE1340",0.3683,8.0971,0.8603,0.4099,0.9008
"GENE1341",0.1768,6.7083,0.3646,0.7235,0.9879
"GENE1342",-0.3681,6.4208,-0.8102,0.4376,0.9086
"GENE1343",-0.0563,4.6999,-0.1963,0.8487,0.9888
"GENE1344",-0.5732,5.3325,-2.415,0.03736,0.346
"GENE1345",-0.0646,2.9376,-0.261,0.7994,0.9888
"GENE1346",0.3391,7.1872,0.7743,0.4574,0.9189
"GENE1347",-1.4903,7.0474,-8.8817,8.892e-06,0.0009078
"GENE1348",-0.8918,2.8936,-3.7729,0.003761,0.06599
"GENE1349",0.3474,7.0031,0.8982,0.3941,0.9008
"GENE1350",3.1063,7.9647,9.5991,9.532e-06,0.0009078
"GENE1351",0.2812,6.4792,0.6714,0.5198,0.9486
"GENE1352",0.3534,6.0385,1.979,0.07801,0.5258
"GENE1353",-0.2817,9.125,-0.9678,0.3564,0.8898
"GENE1354",-0.0277,6.7958,-0.0862,0.933,0.9908
"GENE1355",0.202,8.7684,0.8699,0.4068,0.9008
"GENE1356",0.0337,6.883,0.099,0.9232,0.9908
"GENE1357",0.5544,6.869,1.1882,0.2647,0.8504
"GENE1358",0.3187,4.9766,1.1758,0.27,0.852
"GENE1359",0.3393,11.4692,1.0853,0.3033,0.8732
"GENE1360",0.1413,6.1557,0.2055,0.8417,0.9888
"GENE1361",0.3578,5.1681,1.0872,0.3028,0.8732
"GENE1362",-0.012,7.133,-0.0448,0.9654,0.9911
"GENE1363",-0.2268,7.178,-0.5316,0.6066,0.9745
"GENE1364",-0.0533,7.3316,-0.1674,0.8707,0.9888
"GENE1365",-0.2471,3.8117,-0.5865,0.5745,0.9693
"GENE1366",0.2826,6.0701,0.8444,0.4246,0.9033
"GENE1367",0.963,9.2884,2.254,0.04871,0.4093
"GENE1368",0.2157,4.9899,0.8736,0.4039,0.9008
"GENE1369",0.8606,5.6518,4.9324,0.002277,0.04554
"GENE1370",-0.0737,7.1405,-0.152,0.8832,0.9888
"GENE1371",0.0442,4.8231,0.1607,0.8763,0.9888
"GENE1372",0.0455,8.5002,0.149,0.8845,0.9888
"GENE1373",0.7388,6.5751,2.1691,0.06461,0.483
"GENE1374",-0.1187,5.9257,-0.2618,0.8,0.9888
"GENE1375",-0.1287,2.6324,-0.4606,0.6576,0.9861
"GENE1376",0.313,5.1719,1.1774,0.2705,0.852
"GENE1377",-0.4261,10.334,-1.0579,0.3157,0.8739
"GENE1378",0.262,5.566,0.6341,0.5404,0.9569
"GENE1379",-0.0741,7.0744,-0.2373,0.8174,0.9888
"GENE1380",0.2031,3.9797,0.5724,0.5797,0.9693
"GENE1381",-0.1184,2.2739,-0.2672,0.7958,0.9888
"GENE1382",0.0743,6.9803,0.2587,0.8012,0.9888
"GENE1383",0.2527,8.6218,1.134,0.2878,0.8648
"GENE1384",-0.4353,2.9323,-1.255,0.2551,0.8462
"GENE1385",-0.6798,7.7876,-2.1816,0.05518,0.4414
"GENE1386",-0.1627,6.6432,-0.6126,0.5575,0.9649
"GENE1387",0.0933,5.1629,0.286,0.7808,0.9888
"GENE1388",0.3017,9.8001,1.0784,0.3139,0.8739
"GENE1389",-0.4653,3.8561,-1.3057,0.2272,0.8033
"GENE1390",-0.0941,5.5342,-0.2166,0.8333,0.9888
"GENE1391",0.1112,7.2238,0.3649,0.7253,0.9879
"GENE1392",-0.9897,4.0857,-1.2946,0.2246,0.8033
"GENE1393",-0.0858,8.093,-0.3375,0.7429,0.9888
"GENE1394",-0.0542,5.4434,-0.1822,0.8599,0.9888
"GENE1395",-1.0101,8.0215,-3.5024,0.008444,0.1289
"GENE1396",-0.3453,5.8182,-1.7836,0.1085,0.6048
"GENE1397",0.396,4.5803,0.8491,0.4158,0.9009
"GENE1398",1.5262,2.8984,4.0786,0.002414,0.04688
"GENE1399",0.6549,3.3117,1.8384,0.112,0.6122
"GENE1400",0.4134,5.5292,1.2668,0.2452,0.8241
"GENE1401",-0.394,2.431,-1.188,0.2653,0.8504
"GENE1402",0.7518,3.3275,1.5432,0.154,0.6935
"GENE1403",0.2423,9.6741,0.7065,0.4985,0.9379
"GENE1404",0.8484,6.3398,2.5752,0.02792,0.2886
"GENE1405",0.5676,9.0172,0.7689,0.4652,0.922
"GENE1406",0.9833,9.5802,1.5727,0.1486,0.6837
"GENE1407",-0.5362,6.0538,-1.6787,0.1424,0.6728
"GENE1408",-0.053,6.0731,-0.2465,0.8104,0.9888
"GENE1409",0.3733,6.7448,1.0335,0.3347,0.8739
"GENE1410",0.3228,7.2157,0.9859,0.3489,0.8848
"GENE1411",-0.2199,8.0316,-0.6472,0.5341,0.9543
"GENE1412",-0.9771,1.5387,-1.5005,0.1764,0.7355
"GENE1413",-0.0634,6.2903,-0.2575,0.8022,0.9888
"GENE1414",-0.0422,6.8861,-0.096,0.9254,0.9908
"GENE1415",0.0343,5.7439,0.1142,0.9115,0.9908
"GENE1416",2.2676,7.6068,7.2386,6.355e-05,0.003322
"GENE1417",-0.0027,7.5568,-0.0083,0.9936,0.9993
"GENE1418",-0.1314,5.6873,-0.4534,0.6624,0.9861
"GENE1419",2.3408,9.9973,4.0914,0.002994,0.05579
"GENE1420",0.0732,6.5015,0.1321,0.8976,0.9895
"GENE1421",0.2645,2.5516,0.5417,0.6035,0.9745
"GENE1422",-0.0783,5.5714,-0.2329,0.8205,0.9888
"GENE1423",0.0229,7.35,0.0633,0.9508,0.9908
"GENE1424",0.1609,5.9975,0.6549,0.5286,0.9504
"GENE1425",0.3944,3.3406,1.1534,0.2787,0.8605
"GENE1426",2.5412,3.4856,9.8208,4.766e-06,0.0006933
"GENE1427",-0.1073,5.5009,-0.3961,0.7006,0.9879
"GENE1428",0.9566,7.0772,1.8624,0.1032,0.6048
"GENE1429",0.0867,4.7172,0.2342,0.8196,0.9888
"GENE1430",-0.2989,6.4563,-1.5972,0.1413,0.6728
"GENE1431",1.2551,7.1743,2.8387,0.0181,0.2249
"GENE1432",-0.0824,7.8093,-0.1931,0.8508,0.9888
"GENE1433",-0.1027,6.962,-0.441,0.6705,0.9867
"GENE1434",0.8354,6.4303,1.9695,0.07744,0.5258
"GENE1435",0.0934,2.804,0.498,0.6301,0.9745
"GENE1436",-0.156,4.7463,-0.3815,0.7109,0.9879
"GENE1437",-0.5277,7.522,-0.9786,0.3518,0.8883
"GENE1438",-0.0071,6.9552,-0.0294,0.9771,0.9935
"GENE1439",0.0473,4.213,0.1633,0.8739,0.9888
"GENE1440",0.4162,6.7976,0.9058,0.3945,0.9008
"GENE1441",-0.1924,5.6721,-0.524,0.6117,0.9745
"GENE1442",-0.5747,8.5803,-4.0687,0.002355,0.04618
"GENE1443",-0.257,5.669,-0.7004,0.5039,0.9416
"GENE1444",0.0346,5.0982,0.0799,0.9388,0.9908
"GENE1445",0.1495,5.3254,0.3172,0.7578,0.9888
"GENE1446",-0.6715,4.0737,-3.8186,0.003417,0.06212
"GENE1447",-1.8539,7.9296,-6.3721,0.0001012,0.004599
"GENE1448",0.2321,6.0469,1.1135,0.3065,0.8732
"GENE1449",0.2116,4.6448,0.4228,0.685,0.9879
"GENE1450",0.4621,7.4708,1.7431,0.1247,0.63
"GENE1451",-1.4927,7.4786,-3.5878,0.005937,0.09625
"GENE1452",0.1659,5.2499,0.5025,0.6273,0.9745
"GENE1453",-0.576,5.8442,-1.9973,0.07393,0.5134
"GENE1454",0.0839,6.4746,0.223,0.8287,0.9888
"GENE1455",-0.3451,1.7428,-1.0794,0.3134,0.8739
"GENE1456",0.4997,6.047,0.7971,0.4444,0.9135
"GENE1457",-0.0113,5.8564,-0.0356,0.9725,0.9922
"GENE1458",0.4773,5.7759,1.3912,0.1943,0.7679
"GENE1459",-1.1239,4.5332,-2.0469,0.07923,0.526
"GENE1460",0.6694,7.885,0.9099,0.3844,0.8976
"GENE1461",-0.0177,5.3067,-0.0813,0.9372,0.9908
"GENE1462",0.1059,5.9191,0.234,0.82,0.9888
"GENE1463",0.2945,10.451,1.2755,0.2319,0.8055
"GENE1464",-0.348,4.5607,-0.8277,0.434,0.906
"GENE1465",0.0439,4.8214,0.1259,0.9036,0.9908
"GENE1466",-0.1288,6.676,-0.5275,0.6115,0.9745
"GENE1467",0.4786,5.0614,1.53,0.1682,0.7213
"GENE1468",-0.5436,4.9229,-2.9625,0.01436,0.1865
"GENE1469",0.5454,6.5987,1.1384,0.2845,0.8617
"GENE1470",-0.0771,6.5542,-0.6245,0.5477,0.9586
"GENE1471",-0.1729,3.7582,-0.4078,0.6927,0.9879
"GENE1472",-0.0773,3.4545,-0.2741,0.7898,0.9888
"GENE1473",-0.2056,7.1263,-0.5572,0.5898,0.9745
"GENE1474",0.0668,4.2643,0.2009,0.8455,0.9888
"GENE1475",-0.2188,4.0031,-1.3796,0.2016,0.7844
"GENE1476",0.2859,8.7633,0.8371,0.4223,0.9033
"GENE1477",0.0234,6.1661,0.1481,0.8853,0.9888
"GENE1478",0.0686,5.2855,0.1521,0.8825,0.9888
"GENE1479",-0.0818,7.4868,-0.1783,0.8644,0.9888
"GENE1480",-0.7939,8.3857,-1.3678,0.2066,0.7869
"GENE1481",0.1893,7.513,0.5192,0.615,0.9745
"GENE1482",-0.2472,3.657,-0.5263,0.6106,0.9745
"GENE1483",-0.1581,4.9545,-0.2917,0.7771,0.9888
"GENE1484",-0.0337,6.7129,-0.1288,0.9007,0.9895
"GENE1485",-0.0564,3.4314,-0.1095,0.9149,0.9908
"GENE1486",-0.4088,5.3017,-0.633,0.5453,0.9586
"GENE1487",-0.1709,6.0958,-0.817,0.4384,0.9086
"GENE1488",-1.2051,4.9962,-2.3586,0.04691,0.4037
"GENE1489",0.1976,6.5603,0.5861,0.5718,0.9693
"GENE1490",-0.4349,6.6551,-1.3434,0.2091,0.7895
"GENE1491",-0.3473,7.882,-0.8284,0.4291,0.9038
"GENE1492",-0.2113,5.9951,-0.8564,0.4138,0.9008
"GENE1493",0.233,4.2738,0.6293,0.5457,0.9586
"GENE1494",-0.2286,5.8417,-1.1331,0.2858,0.8617
"GENE1495",-1.4762,5.0301,-8.7944,5.16e-05,0.002949
"GENE1496",0.6045,5.9708,1.2946,0.2259,0.8033
"GENE1497",0.4427,8.8855,1.4406,0.1809,0.7507
"GENE1498",-0.1805,7.2387,-0.323,0.7534,0.9888
"GENE1499",-1.1197,9.3716,-2.6515,0.02425,0.2694
"GENE1500",-0.06,8.0991,-0.3118,0.7619,0.9888
"GENE1501",-0.28,9.7488,-0.719,0.4887,0.9309
"GENE1502",0.3799,3.1399,0.9266,0.376,0.894
"GENE1503",-1.2116,4.0465,-5.3063,0.0003454,0.01047
"GENE1504",-0.2226,4.585,-0.6172,0.5591,0.9649
"GENE1505",-0.0339,5.1159,-0.1172,0.9092,0.9908
"GENE1506",-0.231,5.2051,-0.9489,0.366,0.8935
"GENE1507",-0.0615,6.9425,-0.3134,0.7604,0.9888
"GENE1508",-0.1137,3.4054,-0.5835,0.5749,0.9693
"GENE1509",-0.3065,5.1134,-0.7757,0.4594,0.9189
"GENE1510",-0.3633,4.6768,-0.7056,0.5028,0.9415
"GENE1511",2.4972,6.3744,15.8731,5.56e-07,0.0001853
"GENE1512",-0.071,4.807,-0.28,0.7858,0.9888
"GENE1513",0.2703,8.7096,0.8476,0.4165,0.9016
"GENE1514",0.2202,8.0233,0.9116,0.384,0.8976
"GENE1515",0.2171,6.1397,0.7182,0.4895,0.9309
"GENE1516",-0.1217,3.4355,-0.4817,0.6414,0.9783
"GENE1517",0.9531,11.2752,1.9875,0.07966,0.526
"GENE1518",-0.026,8.0568,-0.0776,0.9398,0.9908
"GENE1519",-0.3652,8.129,-1.061,0.3137,0.8739
"GENE1520",-0.1011,1.711,-0.3393,0.7415,0.9888
"GENE1521",0.0087,5.3825,0.028,0.9784,0.9938
"GENE1522",0.1625,7.7639,0.4039,0.7003,0.9879
"GENE1523",0.01,6.7962,0.0641,0.9502,0.9908
"GENE1524",0.5082,7.2378,0.9512,0.3669,0.8935
"GENE1525",2.0004,7.4451,4.3545,0.001474,0.03205
"GENE1526",0.1247,4.9189,0.4853,0.6388,0.9778
"GENE1527",-0.314,5.2741,-0.6047,0.5595,0.9649
"GENE1528",0.9594,4.4703,3.3311,0.007893,0.1214
"GENE1529",-0.5634,8.1889,-1.086,0.3043,0.8732
"GENE1530",0.1498,2.2241,0.2223,0.8313,0.9888
"GENE1531",-0.1,5.7613,-0.4003,0.6976,0.9879
"GENE1532",-0.1356,7.8676,-0.6666,0.528,0.9504
"GENE1533",-0.9161,5.2348,-3.957,0.003521,0.06345
"GENE1534",-0.5123,8.8319,-2.336,0.0602,0.4601
"GENE1535",0.0842,7.9526,0.3716,0.7181,0.9879
"GENE1536",0.6075,4.332,1.2189,0.2558,0.8465
"GENE1537",0.5506,5.9793,1.0197,0.334,0.8739
"GENE1538",0.5438,5.8474,1.4909,0.1684,0.7213
"GENE1539",0.025,6.6265,0.0481,0.963,0.9911
"GENE1540",0.1405,5.096,0.28,0.7855,0.9888
"GENE1541",-0.5161,4.6683,-0.8589,0.4112,0.9008
"GENE1542",-0.1252,5.3503,-0.6026,0.5624,0.9679
"GENE1543",1.0452,8.4255,2.8196,0.01913,0.2318
"GENE1544",0.1657,8.4335,0.4477,0.6653,0.9861
"GENE1545",0.0317,4.6489,0.1019,0.9219,0.9908
"GENE1546",0.0436,5.8628,0.2214,0.8308,0.9888
"GENE1547",-0.2811,4.1794,-0.9564,0.3643,0.8914
"GENE1548",0.2114,4.3573,0.311,0.7649,0.9888
"GENE1549",0.6785,4.6579,1.2532,0.2387,0.8184
"GENE1550",-0.072,3.6424,-0.2228,0.8287,0.9888
"GENE1551",-0.2018,1.9947,-1.0357,0.3267,0.8739
"GENE1552",0.3479,7.7176,2.2071,0.05722,0.4448
"GENE1553",-0.4833,7.0178,-1.5785,0.1458,0.6783
"GENE1554",0.0216,4.144,0.0493,0.9618,0.9911
"GENE1555",-0.0026,8.1275,-0.0058,0.9955,0.9993
"GENE1556",-0.2576,9.3931,-0.7349,0.4851,0.9309
"GENE1557",0.7438,0.7199,1.1464,0.2783,0.8605
"GENE1558",0.3,7.8207,0.4887,0.6356,0.9749
"GENE1559",0.4691,9.2985,0.9448,0.3818,0.8962
"GENE1560",0.3071,5.9605,0.6413,0.5362,0.955
"GENE1561",0.0106,4.9214,0.0501,0.961,0.9911
"GENE1562",-0.0781,3.9485,-0.1906,0.8547,0.9888
"GENE1563",0.4574,4.1925,1.2035,0.2597,0.8489
"GENE1564",-0.913,4.7306,-2.3573,0.05561,0.4414
"GENE1565",-0.0263,1.6098,-0.1547,0.8816,0.9888
"GENE1566",0.0111,4.3479,0.0425,0.9673,0.9911
"GENE1567",0.0925,8.361,0.3595,0.7268,0.9879
"GENE1568",-0.1035,4.5763,-0.2134,0.8354,0.9888
"GENE1569",-0.0311,9.3512,-0.1003,0.9223,0.9908
"GENE1570",-0.0147,5.8663,-0.0482,0.9625,0.9911
"GENE1571",-3.8214,4.5866,-7.5715,6.478e-05,0.003322
"GENE1572",0.1314,6.7477,0.4516,0.6622,0.9861
"GENE1573",0.2747,4.3587,0.4089,0.6931,0.9879
"GENE1574",0.1629,4.4708,0.9052,0.3869,0.8976
"GENE1575",0.8279,4.9621,1.6566,0.129,0.6446
"GENE1576",-0.1008,9.1522,-0.386,0.7091,0.9879
"GENE1577",-0.4677,7.3201,-0.6983,0.5099,0.9416
"GENE1578",0.1904,5.5758,0.7653,0.4624,0.9203
"GENE1579",0.6326,4.0967,2.7823,0.02028,0.2429
"GENE1580",0.1618,5.935,0.5998,0.5646,0.9689
"GENE1581",0.3196,6.3207,0.557,0.5937,0.9745
"GENE1582",-0.0859,5.0725,-0.4976,0.6356,0.9749
"GENE1583",0.0289,4.589,0.1137,0.9121,0.9908
"GENE1584",-0.4176,4.1964,-0.8971,0.3964,0.9008
"GENE1585",-0.082,5.3458,-0.3627,0.7276,0.9879
"GENE1586",-0.0311,6.6161,-0.1195,0.9073,0.9908
"GENE1587",0.2184,7.646,0.393,0.7062,0.9879
"GENE1588",0.3869,3.5177,0.7865,0.4579,0.9189
"GENE1589",0.4512,4.4917,2.1079,0.06489,0.483
"GENE1590",0.3731,1.8453,0.9677,0.3568,0.8898
"GENE1591",1.4285,6.7096,3.5038,0.005967,0.09625
"GENE1592",-0.0818,7.4192,-0.3004,0.7704,0.9888
"GENE1593",0.1504,5.9527,0.3678,0.7216,0.9879
"GENE1594",0.9703,9.0942,3.1336,0.01254,0.1707
"GENE1595",0.61,7.4679,1.0451,0.3274,0.8739
"GENE1596",-0.1177,4.7669,-0.3738,0.7184,0.9879
"GENE1597",0.3134,8.8837,1.0252,0.3428,0.8845
"GENE1598",0.734,7.1615,1.9103,0.09678,0.5813
"GENE1599",-0.3042,7.009,-1.2155,0.2534,0.8432
"GENE1600",0.5125,4.1661,1.6468,0.1368,0.669
"GENE1601",-0.2774,5.0152,-0.8484,0.4209,0.9033
"GENE1602",0.3095,3.6696,0.4304,0.676,0.9879
"GENE1603",0.3645,6.9746,0.9977,0.3471,0.8845
"GENE1604",-0.4247,9.118,-0.8259,0.4285,0.9038
"GENE1605",0.4762,4.9443,1.5993,0.1501,0.6852
"GENE1606",-0.3277,5.8765,-0.922,0.3927,0.9008
"GENE1607",0.0612,7.7554,0.2131,0.8358,0.9888
"GENE1608",-0.0239,2.9066,-0.0489,0.9621,0.9911
"GENE1609",0.3292,2.9653,0.8864,0.3965,0.9008
"GENE1610",-0.4757,3.8609,-1.917,0.08903,0.5496
"GENE1611",0.0018,6.3115,0.0032,0.9975,0.9996
"GENE1612",0.1675,6.3196,0.9444,0.3752,0.894
"GENE1613",0.0974,8.344,0.2975,0.7722,0.9888
"GENE1614",-0.5717,3.5668,-1.7775,0.1155,0.6178
"GENE1615",-0.1678,4.8964,-0.8798,0.4088,0.9008
"GENE1616",2.1121,2.9252,5.0471,0.0005351,0.01446
"GENE1617",-0.2675,9.2437,-0.5897,0.5685,0.9689
"GENE1618",-0.6754,7.9398,-1.4265,0.1842,0.7586
"GENE1619",0.1967,4.3591,0.6864,0.5082,0.9416
"GENE1620",-0.1324,5.3371,-0.7822,0.4526,0.916
"GENE1621",0.7633,6.0845,1.2662,0.2343,0.808
"GENE1622",0.3481,9.3429,1.1461,0.2814,0.8617
"GENE1623",0.1528,6.1787,0.3787,0.7163,0.9879
"GENE1624",-2.0056,5.998,-6.9979,5.349e-05,0.002972
"GENE1625",0.2513,7.1356,0.5034,0.6256,0.9745
"GENE1626",1.6234,7.8791,3.6258,0.01052,0.1481
"GENE1627",0.5652,2.7381,2.464,0.04703,0.4037
"GENE1628",0.5604,7.6146,1.0422,0.3277,0.8739
"GENE1629",-0.1446,4.0943,-0.3061,0.7696,0.9888
"GENE1630",0.0855,5.7376,0.1451,0.8884,0.9888
"GENE1631",0.4274,2.8895,1.3227,0.2162,0.7947
"GENE1632",-0.2599,6.4377,-0.6664,0.5245,0.9504
"GENE1633",-0.0741,4.0642,-0.5264,0.6101,0.9745
"GENE1634",0.218,1.3151,0.4947,0.6335,0.9745
"GENE1635",-1.0417,2.9876,-2.5704,0.02794,0.2886
"GENE1636",0.9119,2.7993,1.7261,0.1166,0.6178
"GENE1637",0.4343,7.2567,1.7347,0.1136,0.617
"GENE1638",0.2927,6.7871,0.4046,0.6946,0.9879
"GENE1639",1.1988,8.638,2.0231,0.07096,0.5049
"GENE1640",-0.3041,4.7652,-1.3784,0.1998,0.7805
"GENE1641",0.2959,6.365,1.053,0.3175,0.8739
"GENE1642",-0.321,6.592,-0.5597,0.5922,0.9745
"GENE1643",0.4389,5.6737,0.9529,0.367,0.8935
"GENE1644",-0.3222,4.0444,-0.6287,0.5465,0.9586
"GENE1645",0.5646,8.9861,0.8629,0.4151,0.9008
"GENE1646",-0.5172,9.3336,-0.9465,0.3748,0.894
"GENE1647",-0.111,10.07,-0.3005,0.7731,0.9888
"GENE1648",0.462,8.2229,1.7994,0.1148,0.617
"GENE1649",-0.3183,5.4448,-1.0642,0.3129,0.8739
"GENE1650",-0.6147,5.666,-1.5512,0.155,0.6935
"GENE1651",0.374,6.0678,0.7857,0.4505,0.9154
"GENE1652",0.3325,5.779,0.865,0.4138,0.9008
"GENE1653",-0.4139,5.6535,-1.0765,0.3132,0.8739
"GENE1654",-0.264,1.5091,-0.5901,0.5702,0.9689
"GENE1655",0.1488,5.9144,0.6053,0.5652,0.9689
"GENE1656",0.0865,6.2051,0.3584,0.7279,0.9879
"GENE1657",-0.2524,3.9322,-0.7807,0.4561,0.9189
"GENE1658",0.552,2.2002,0.7318,0.4811,0.9288
"GENE1659",-2.4718,4.3699,-5.9416,0.001241,0.02886
"GENE1660",0.8223,0.3487,3.0187,0.0142,0.1865
"GENE1661",0.4325,9.1895,1.0574,0.3177,0.8739
"GENE1662",0.7278,7.6423,1.634,0.1347,0.6617
"GENE1663",0.4849,4.1189,1.6075,0.1409,0.6728
"GENE1664",0.131,5.7378,0.3249,0.7551,0.9888
"GENE1665",-0.0271,5.5852,-0.0846,0.9342,0.9908
"GENE1666",0.6152,2.7128,1.2741,0.2354,0.8104
"GENE1667",-0.32,3.662,-0.7008,0.5056,0.9416
"GENE1668",-0.1273,7.9698,-0.5636,0.5865,0.9718
"GENE1669",0.3318,3.7512,0.8233,0.4317,0.9045
"GENE1670",-0.4438,4.6404,-2.4083,0.03683,0.343
"GENE1671",-0.6142,4.4584,-2.0441,0.06895,0.4978
"GENE1672",-0.2925,8.3809,-1.1035,0.312,0.8739
"GENE1673",0.0292,5.7246,0.064,0.9506,0.9908
"GENE1674",0.0572,6.786,0.1519,0.8826,0.9888
"GENE1675",-0.7416,6.447,-1.7378,0.1226,0.6261
"GENE1676",0.4245,5.3576,0.9038,0.3875,0.898
"GENE1677",-0.2418,4.4209,-0.4966,0.6337,0.9745
"GENE1678",-0.2009,6.1558,-0.4669,0.6506,0.9828
"GENE1679",-0.628,5.865,-1.3335,0.2139,0.792
"GENE1680",-2.1918,7.4665,-4.4385,0.002472,0.04754
"GENE1681",-0.3148,4.5903,-0.8699,0.4051,0.9008
"GENE1682",0.0987,4.9784,0.1882,0.8552,0.9888
"GENE1683",-0.1675,7.1084,-0.5037,0.6256,0.9745
"GENE1684",0.2026,4.6562,0.6229,0.5563,0.9642
"GENE1685",1.0993,7.0485,1.9531,0.07986,0.526
"GENE1686",2.2082,7.663,6.5832,6.265e-05,0.003322
"GENE1687",-0.3264,5.656,-1.5373,0.159,0.6994
"GENE1688",-0.0107,3.4167,-0.0347,0.9733,0.9922
"GENE1689",1.7961,7.1557,5.258,0.0004086,0.01184
"GENE1690",-0.5776,5.0564,-1.1752,0.2704,0.852
"GENE1691",-0.0869,1.9944,-0.2755,0.7887,0.9888
"GENE1692",0.7878,6.3535,2.1901,0.05348,0.433
"GENE1693",-0.198,6.4183,-0.6516,0.5369,0.9552
"GENE1694",0.0691,2.9773,0.1962,0.8496,0.9888
"GENE1695",-0.1063,4.7429,-0.2169,0.8327,0.9888
"GENE1696",0.0013,5.5009,0.0026,0.998,0.9996
"GENE1697",-0.4772,4.142,-1.7225,0.119,0.622
"GENE1698",-0.21,7.0687,-0.7122,0.4983,0.9379
"GENE1699",-0.2058,2.4399,-0.4508,0.665,0.9861
"GENE1700",-0.714,4.2149,-1.8256,0.1098,0.6048
"GENE1701",0.4969,5.3135,1.1041,0.3074,0.8732
"GENE1702",0.1079,9.1073,0.1997,0.846,0.9888
"GENE1703",0.9421,5.9644,1.9309,0.08232,0.526
"GENE1704",0.4339,4.1133,0.8327,0.4303,0.904
"GENE1705",-0.1991,9.1906,-0.6845,0.5093,0.9416
"GENE1706",-0.177,5.5737,-1.0421,0.322,0.8739
"GENE1707",-0.2859,7.0717,-0.5113,0.6218,0.9745
"GENE1708",0.022,8.3137,0.1216,0.9067,0.9908
"GENE1709",0.5295,6.7504,1.3294,0.2134,0.792
"GENE1710",0.0669,8.7191,0.3997,0.7002,0.9879
"GENE1711",-0.2895,4.3091,-1.7059,0.1418,0.6728
"GENE1712",0.3257,9.3018,1.1346,0.2859,0.8617
"GENE1713",-0.5686,2.1087,-1.7054,0.1194,0.622
"GENE1714",0.6646,3.6467,1.295,0.2244,0.8033
"GENE1715",0.1369,5.4136,0.2071,0.8401,0.9888
