"gene","logFC","AveExpr","pvalue","padj"
"ENSG00000221743",-0.1136,7.0956,0.8897,0.9545
"ENSG00000221817",-0.0288,7.779,0.9197,0.967
"ENSG00000221818",-0.2689,6.9899,0.7802,0.9052
"ENSG00000221821",-0.2396,7.752,0.3395,0.5878
"ENSG00000221823",0.1612,9.1898,0.2871,0.5358
"ENSG00000221826",-0.9871,7.7238,0.001684,0.01039
"ENSG00000221829",-0.9336,8.3945,1.79e-07,2.807e-06
"ENSG00000221838",-0.3538,8.9113,0.005827,0.0296
"ENSG00000221843",-0.8254,7.5849,0.009568,0.04429
"ENSG00000221852",1.7418,6.988,0.0854,0.2372
"ENSG00000221866",2.7532,9.4003,1.034e-51,4.441e-49
"ENSG00000221869",1.4999,10.9236,3.508e-41,7.621e-39
"ENSG00000221878",-0.3666,7.1986,0.5184,0.7415
"ENSG00000221883",-0.4413,7.3568,0.2952,0.5434
"ENSG00000221886",0.0965,7.9517,0.6662,0.8423
"ENSG00000221890",0.076,8.0896,0.6941,0.8593
"ENSG00000221909",-0.2238,8.413,0.1693,0.3844
"ENSG00000221914",0.094,9.8408,0.3847,0.6309
"ENSG00000221923",-0.2802,8.3859,0.1012,0.2677
"ENSG00000221926",-0.6144,8.352,0.0009265,0.006271
"ENSG00000221930",0.2778,9.6989,0.01119,0.05029
"ENSG00000221944",-0.3316,7.6241,0.2919,0.5403
"ENSG00000221947",0.4342,7.0517,0.5824,0.7887
"ENSG00000221949",-0.0592,7.1596,0.9208,0.967
"ENSG00000221953",-0.3395,7.1458,0.5722,0.7816
"ENSG00000221955",0.1741,8.1508,0.3913,0.637
"ENSG00000221963",-0.2933,10.2284,0.006444,0.03215
"ENSG00000221968",1.0048,10.9327,5.577e-20,3.739e-18
"ENSG00000221970",-0.56,7.0552,0.4691,0.704
"ENSG00000221978",0.2842,12.0686,0.0002896,0.002269
"ENSG00000221983",-0.0744,12.7481,0.3868,0.6326
"ENSG00000221988",-0.1248,8.2038,0.5132,0.7375
"ENSG00000221990",-0.2714,7.7468,0.3062,0.5551
"ENSG00000221994",-1.0267,7.3913,0.009489,0.04403
"ENSG00000221995",-0.5054,7.578,0.119,0.3008
"ENSG00000222009",-0.6798,8.937,0.0001588,0.001328
"ENSG00000222011",-0.4488,7.9057,0.05805,0.1796
"ENSG00000222014",0.1224,7.7404,0.6676,0.8426
"ENSG00000222018",-0.3685,7.3893,0.3451,0.593
"ENSG00000222019",-0.2905,7.1431,0.6671,0.8425
"ENSG00000222020",-0.0562,7.0601,0.9419,0.9757
"ENSG00000222041",0.2409,9.5258,0.1395,0.3374
"ENSG00000222046",0.0301,7.1674,0.9585,0.9842
"ENSG00000222108",-1.0108,7.0817,0.1704,0.3864
"ENSG00000222112",0.8485,7.2668,0.07518,0.2163
"ENSG00000222345",0.733,7.0342,0.3677,0.6146
"ENSG00000223345",-0.072,7.4773,0.8343,0.931
"ENSG00000223361",0.444,9.9698,0.01862,0.07505
"ENSG00000223380",0.2922,11.7266,0.001278,0.00822
"ENSG00000223396",0.4603,7.1164,0.5012,0.7292
"ENSG00000223401",1.1516,7.5847,0.0003423,0.00263
"ENSG00000223403",-0.5214,7.8753,0.03899,0.1331
"ENSG00000223414",-1.7974,6.9677,0.4263,0.6698
"ENSG00000223416",-0.1556,8.747,0.2926,0.5411
"ENSG00000223427",0.151,7.1318,0.8203,0.9238
"ENSG00000223458",-1.8673,7.061,0.02143,0.08388
"ENSG00000223459",-0.1367,10.6736,0.1589,0.3687
"ENSG00000223473",0.2271,7.2147,0.6692,0.8438
"ENSG00000223477",0.9241,7.748,0.00134,0.008577
"ENSG00000223478",0.1467,7.2274,0.7722,0.9007
"ENSG00000223482",0.0581,9.1618,0.6317,0.8214
"ENSG00000223485",-0.1122,7.3246,0.8,0.9141
"ENSG00000223496",-0.3686,8.3719,0.03012,0.1091
"ENSG00000223501",-0.0025,9.6747,0.9801,0.9917
"ENSG00000223508",-0.5534,7.7333,0.05483,0.1718
"ENSG00000223509",-0.0922,8.8056,0.4962,0.7254
"ENSG00000223519",-0.9003,7.3425,0.03732,0.1286
"ENSG00000223529",-0.0341,7.7598,0.8992,0.9588
"ENSG00000223546",-0.2244,7.7155,0.3912,0.637
"ENSG00000223547",-0.0296,8.8305,0.8586,0.9419
"ENSG00000223551",-0.0016,7.8855,0.9956,0.9981
"ENSG00000223559",-0.6545,7.4674,0.09391,0.2531
"ENSG00000223566",0.2552,7.1732,0.671,0.8447
"ENSG00000223609",-0.7305,6.97,0.4945,0.7245
"ENSG00000223612",0.2912,8.7434,0.05063,0.162
"ENSG00000223638",0.087,6.8941,0.9783,0.9911
"ENSG00000223652",0.0428,7.19,0.9382,0.9743
"ENSG00000223658",0.523,7.1278,0.4307,0.6734
"ENSG00000223685",-1.4257,7.0375,0.1286,0.3179
"ENSG00000223704",-0.3087,7.1145,0.6503,0.8324
"ENSG00000223705",-0.1586,9.8396,0.1289,0.3186
"ENSG00000223722",0.0276,7.2354,0.9603,0.9847
"ENSG00000223745",-0.3326,8.7225,0.01716,0.07025
"ENSG00000223749",-0.677,8.7257,0.14,0.3383
"ENSG00000223756",-0.5487,9.4036,6.013e-06,7.096e-05
"ENSG00000223759",-0.2059,7.5725,0.5248,0.7457
"ENSG00000223764",-1.8161,7.3934,0.0001486,0.001254
"ENSG00000223768",-0.2654,8.2216,0.1459,0.3482
"ENSG00000223773",-0.087,7.9182,0.6991,0.8617
"ENSG00000223779",-0.6482,7.0452,0.4945,0.7245
"ENSG00000223797",-0.2639,7.495,0.4461,0.6859
"ENSG00000223799",-0.1769,7.1192,0.795,0.912
"ENSG00000223802",-1.9148,7.0774,0.01224,0.05386
"ENSG00000223803",-0.2914,7.5342,0.405,0.6508
"ENSG00000223804",0.2554,7.8002,0.3219,0.5699
"ENSG00000223811",-3.338,7.0046,0.001738,0.01068
"ENSG00000223820",-1.3738,7.209,0.01538,0.06442
"ENSG00000223825",0.1024,7.2787,0.8276,0.9276
"ENSG00000223861",-0.3785,7.1314,0.5735,0.7825
"ENSG00000223864",-0.3981,7.1046,0.5581,0.7714
"ENSG00000223865",-0.4592,7.55,0.1507,0.3567
"ENSG00000223875",-0.3619,7.13,0.5737,0.7826
"ENSG00000223877",-0.1454,7.0951,0.8332,0.9308
"ENSG00000223878",-1.0756,7.0256,0.2497,0.4916
"ENSG00000223886",0.1685,7.0369,0.836,0.9318
"ENSG00000223891",-0.1775,8.548,0.3661,0.6133
"ENSG00000223930",0.6167,7.3184,0.1585,0.368
"ENSG00000223949",-1.8461,7.2805,0.0002167,0.00175
"ENSG00000223959",-0.1705,8.5834,0.2722,0.5174
"ENSG00000223960",-0.1018,8.1063,0.6285,0.8193
"ENSG00000223969",0.4852,7.0649,0.535,0.7539
"ENSG00000223972",-0.0666,7.2865,0.8912,0.9549
"ENSG00000223984",-0.46,7.0585,0.5624,0.7746
"ENSG00000224032",-0.1302,9.0746,0.2709,0.5162
"ENSG00000224040",-0.1694,7.3787,0.6784,0.8489
"ENSG00000224043",-0.2903,7.1619,0.6353,0.8241
"ENSG00000224046",0.1129,7.0828,0.8816,0.9505
"ENSG00000224051",-0.0107,8.9625,0.9313,0.9723
"ENSG00000224057",-0.6208,7.0152,0.5088,0.7347
"ENSG00000224058",-0.4921,7.109,0.465,0.7006
"ENSG00000224078",-0.2017,10.0283,0.05804,0.1795
"ENSG00000224080",2.3408,7.1215,0.001268,0.008162
"ENSG00000224081",-0.3923,7.3415,0.3464,0.5942
"ENSG00000224086",0.0199,7.6703,0.9482,0.9784
"ENSG00000224094",-0.095,9.2271,0.4332,0.6754
"ENSG00000224113",-0.4969,7.1913,0.432,0.6748
"ENSG00000224114",0.1733,8.5027,0.2997,0.5485
"ENSG00000224116",-0.1251,7.1323,0.8482,0.9373
"ENSG00000224124",1.3385,7.5972,0.001024,0.006821
"ENSG00000224126",0.3583,7.5325,0.2822,0.5296
"ENSG00000224138",0.466,7.3193,0.3104,0.5592
"ENSG00000224152",-0.5114,7.1925,0.3527,0.6
"ENSG00000224155",0.9033,7.2003,0.1058,0.277
"ENSG00000224163",-0.1764,8.825,0.2304,0.4663
"ENSG00000224165",-1.1669,7.1895,0.03809,0.1307
"ENSG00000224174",0.1564,7.1538,0.7952,0.9122
"ENSG00000224183",-0.0042,7.9085,0.9857,0.994
"ENSG00000224186",0.0634,7.5382,0.8452,0.936
"ENSG00000224201",-0.4537,7.739,0.09032,0.2465
"ENSG00000224216",-0.0303,7.325,0.948,0.9784
"ENSG00000224226",-0.0216,8.9489,0.8989,0.9588
"ENSG00000224228",1.4603,7.044,0.07808,0.2223
"ENSG00000224239",-0.4026,7.2081,0.4521,0.691
"ENSG00000224251",0.4006,7.3537,0.3661,0.6133
"ENSG00000224259",-0.8597,8.2785,1.863e-06,2.41e-05
"ENSG00000224261",-0.0617,8.3221,0.7182,0.8731
"ENSG00000224281",0.1117,7.2061,0.8359,0.9318
"ENSG00000224287",-0.3582,7.753,0.1796,0.3994
"ENSG00000224295",-0.9006,7.1053,0.1821,0.4029
"ENSG00000224334",0.3348,7.2317,0.5206,0.7429
"ENSG00000224358",-0.6047,7.0327,0.4633,0.6996
"ENSG00000224376",0.3867,7.2402,0.4508,0.6901
"ENSG00000224389",-0.5918,10.3257,7.113e-07,9.874e-06
"ENSG00000224397",0.5132,7.4348,0.1808,0.401
"ENSG00000224401",0.9821,7.0805,0.1882,0.4114
"ENSG00000224411",-0.3956,8.473,0.01092,0.04936
"ENSG00000224415",0.234,7.2297,0.654,0.835
"ENSG00000224424",-0.9418,7.1912,0.09061,0.247
"ENSG00000224431",-0.3787,7.4252,0.3066,0.5556
"ENSG00000224460",-0.879,7.078,0.285,0.5332
"ENSG00000224468",1.1382,7.5003,0.0009693,0.006509
"ENSG00000224470",0.4357,10.3587,0.0001618,0.001349
"ENSG00000224505",-1.206,7.0204,0.2001,0.4277
"ENSG00000224531",0.563,8.8531,7.776e-05,0.0007056
"ENSG00000224533",-0.1926,7.3457,0.6632,0.8409
"ENSG00000224543",-0.0126,7.6954,0.9619,0.9851
"ENSG00000224546",-0.0721,10.0665,0.445,0.685
"ENSG00000224549",0.0314,7.0593,0.9682,0.9873
"ENSG00000224550",-0.1456,7.044,0.86,0.9425
"ENSG00000224578",0.1609,10.7372,0.06205,0.1888
"ENSG00000224594",-0.3068,7.3994,0.4423,0.6835
"ENSG00000224596",-0.2752,7.5792,0.4101,0.6563
"ENSG00000224597",0.2918,9.8696,0.005043,0.02632
"ENSG00000224599",0.2393,7.2401,0.6381,0.8257
"ENSG00000224616",-0.2301,7.3667,0.5688,0.7797
"ENSG00000224631",0.0613,9.5252,0.5801,0.7871
"ENSG00000224646",-0.3777,7.0171,0.7003,0.8621
"ENSG00000224660",0.0324,8.4519,0.8584,0.9419
"ENSG00000224668",0.0923,7.3084,0.8355,0.9317
"ENSG00000224677",0.2027,8.0106,0.5394,0.7574
"ENSG00000224680",-0.0583,7.1761,0.922,0.9671
"ENSG00000224687",0.8133,7.1461,0.1916,0.4159
"ENSG00000224688",-0.1902,7.3576,0.6415,0.8276
"ENSG00000224690",0.0312,7.0766,0.9661,0.9866
"ENSG00000224699",-0.1997,7.1417,0.746,0.8884
"ENSG00000224712",0.3124,9.2857,0.007571,0.03685
"ENSG00000224713",0.2105,7.6612,0.4491,0.6887
"ENSG00000224722",0.1711,7.4251,0.6638,0.8413
"ENSG00000224728",-0.4486,7.0701,0.5474,0.7641
"ENSG00000224729",-0.5025,7.0935,0.4639,0.6999
"ENSG00000224738",-0.0869,7.1684,0.8853,0.9528
"ENSG00000224743",0.4768,7.2338,0.4537,0.6919
"ENSG00000224769",-0.0396,7.4378,0.9144,0.9645
"ENSG00000224812",-0.3505,7.0455,0.6664,0.8423
"ENSG00000224818",-0.3764,7.9405,0.09126,0.2481
"ENSG00000224829",0.2509,7.1589,0.6742,0.847
"ENSG00000224831",0.1301,9.2975,0.2555,0.4987
"ENSG00000224837",-0.1369,8.2499,0.48,0.713
"ENSG00000224839",0.0665,7.1813,0.9047,0.9612
"ENSG00000224843",0.4966,7.1446,0.4299,0.673
"ENSG00000224858",-0.093,10.1311,0.4323,0.6748
"ENSG00000224861",-0.1152,10.3781,0.2203,0.4532
"ENSG00000224870",0.0959,8.6411,0.5573,0.7707
"ENSG00000224877",-0.1247,8.7786,0.4017,0.6478
"ENSG00000224882",0.0655,9.4003,0.5771,0.7851
"ENSG00000224886",0.1682,7.4052,0.6645,0.8414
"ENSG00000224888",0.4025,7.1045,0.5558,0.7696
"ENSG00000224892",-0.3906,7.3943,0.3364,0.5852
"ENSG00000224897",0.4542,7.3617,0.2971,0.5457
"ENSG00000224905",0.3811,7.0721,0.6066,0.8055
"ENSG00000224908",-1.4547,7.0267,0.1155,0.2948
"ENSG00000224914",-0.0593,8.6732,0.6797,0.8495
"ENSG00000224934",-0.4088,7.3482,0.3198,0.5683
"ENSG00000224945",0.861,8.3482,4.575e-06,5.5e-05
"ENSG00000224956",-0.1969,8.1598,0.336,0.5849
"ENSG00000224957",-0.6147,7.4906,0.08509,0.2365
"ENSG00000224958",0.0635,7.708,0.854,0.9398
"ENSG00000224959",-0.3146,7.0689,0.6695,0.8439
"ENSG00000224971",-0.3165,7.3657,0.4372,0.6792
"ENSG00000224975",0.263,7.2983,0.5615,0.7741
"ENSG00000224976",0.1268,7.8588,0.5916,0.7945
"ENSG00000224993",0.2423,7.4807,0.4936,0.7242
"ENSG00000224997",0.6126,7.1369,0.325,0.5732
"ENSG00000225014",0.8126,7.0452,0.3168,0.5653
"ENSG00000225022",0.1075,7.7548,0.6793,0.8494
"ENSG00000225031",-0.0709,10.4832,0.467,0.7026
"ENSG00000225032",1.0829,7.5708,0.004755,0.02503
"ENSG00000225067",-0.4984,7.0604,0.5156,0.7393
"ENSG00000225071",-0.171,9.1012,0.188,0.4112
"ENSG00000225080",-0.2665,7.3494,0.5503,0.7661
"ENSG00000225093",0.4495,7.4613,0.2049,0.434
"ENSG00000225119",-0.2711,7.5411,0.4043,0.6502
"ENSG00000225125",-0.9385,7.1102,0.1661,0.3796
"ENSG00000225131",-0.2479,7.2525,0.6159,0.8111
"ENSG00000225135",0.7093,8.3169,0.0002012,0.001638
"ENSG00000225137",0.1528,9.2907,0.1944,0.4198
"ENSG00000225138",-0.2277,8.5426,0.2026,0.431
"ENSG00000225151",-0.762,9.2369,1.885e-07,2.94e-06
"ENSG00000225159",-0.0383,7.8369,0.8756,0.9478
"ENSG00000225170",-0.0023,7.4819,0.9946,0.9978
"ENSG00000225177",0.0584,7.6587,0.8435,0.9348
"ENSG00000225190",-0.0351,10.83,0.741,0.8851
"ENSG00000225200",0.0181,8.0591,0.9317,0.9725
"ENSG00000225205",0.1817,7.1113,0.7992,0.9137
"ENSG00000225206",0.1889,7.5664,0.5745,0.7833
"ENSG00000225210",-0.2358,9.1012,0.07469,0.2154
"ENSG00000225217",-2.302,7.033,0.01128,0.05059
"ENSG00000225234",-0.6086,7.2531,0.2707,0.516
"ENSG00000225241",-0.1315,10.4286,0.2711,0.5164
"ENSG00000225259",-0.3498,8.5676,0.02067,0.08157
"ENSG00000225264",-0.1761,7.0347,0.8317,0.93
"ENSG00000225265",-0.6521,7.2385,0.223,0.4565
"ENSG00000225273",-0.5436,7.4312,0.1793,0.3992
"ENSG00000225279",-2.9486,6.9804,0.01413,0.06029
"ENSG00000225302",-0.8814,7.1157,0.235,0.4722
"ENSG00000225313",1.1687,7.4747,0.0006652,0.004698
"ENSG00000225331",-0.0711,7.0726,0.9258,0.9693
"ENSG00000225335",0.2021,7.053,0.804,0.9161
"ENSG00000225338",0.3744,7.2538,0.4649,0.7006
"ENSG00000225361",-0.0256,7.2061,0.9664,0.9867
"ENSG00000225373",-0.2949,10.1715,0.006497,0.03235
"ENSG00000225377",-0.2097,7.7356,0.423,0.6672
"ENSG00000225383",1.9867,7.1047,0.008263,0.03942
"ENSG00000225393",-0.4907,7.2941,0.3021,0.551
"ENSG00000225398",-0.524,8.1746,0.004798,0.02524
"ENSG00000225399",-0.9226,7.0688,0.2266,0.4616
"ENSG00000225406",-0.1336,7.0702,0.8755,0.9478
"ENSG00000225411",-0.6352,7.0711,0.3929,0.6387
"ENSG00000225415",-1.4423,9.4362,4.745e-12,1.373e-10
"ENSG00000225419",0.4849,7.3513,0.3389,0.5874
"ENSG00000225422",0.4568,8.5453,0.003021,0.01709
"ENSG00000225434",2.0541,6.9415,0.4111,0.657
"ENSG00000225439",0.003,7.7341,0.9911,0.9964
"ENSG00000225465",0.8621,6.9951,0.3795,0.6263
"ENSG00000225470",-0.4639,8.4019,0.005358,0.02768
"ENSG00000225471",-0.4571,7.2993,0.3176,0.5662
"ENSG00000225484",0.305,7.802,0.2083,0.438
"ENSG00000225485",0.2448,11.5884,0.004157,0.02235
"ENSG00000225492",-0.1486,7.6358,0.6224,0.8153
"ENSG00000225507",-0.1124,7.2724,0.8273,0.9275
"ENSG00000225511",-0.8318,7.5341,0.02472,0.09386
"ENSG00000225544",0.361,8.1886,0.04324,0.1441
"ENSG00000225554",-0.3292,7.4156,0.4452,0.6852
"ENSG00000225573",0.2246,7.6432,0.4326,0.6751
"ENSG00000225578",0.3292,7.085,0.6666,0.8423
"ENSG00000225580",0.293,7.358,0.4881,0.7198
"ENSG00000225614",0.0092,9.8733,0.9612,0.985
"ENSG00000225630",0.1751,13.1761,0.04681,0.153
"ENSG00000225648",0.0756,9.7853,0.4705,0.7051
"ENSG00000225655",-0.4667,8.3579,0.1037,0.2731
"ENSG00000225663",0.1352,8.2862,0.464,0.6999
"ENSG00000225674",0.292,7.4571,0.4086,0.6545
"ENSG00000225684",-0.0361,7.5587,0.9097,0.9628
"ENSG00000225695",0.0434,8.8969,0.7388,0.8842
"ENSG00000225697",0.8969,9.1346,8.22e-11,2.033e-09
"ENSG00000225706",-0.1253,7.4647,0.7391,0.8842
"ENSG00000225710",0.5394,7.1323,0.3982,0.6444
"ENSG00000225725",-0.1188,7.6478,0.7124,0.869
"ENSG00000225733",0.2777,11.901,0.001349,0.008624
"ENSG00000225746",0.1818,7.4639,0.6235,0.8162
"ENSG00000225756",-0.663,7.0746,0.3711,0.6178
"ENSG00000225760",0.1517,7.3063,0.7395,0.8844
"ENSG00000225766",-0.0819,7.7242,0.7634,0.8972
"ENSG00000225774",0.1286,7.354,0.7754,0.9027
"ENSG00000225783",-1.8598,7.767,1.334e-12,4.133e-11
"ENSG00000225784",4e-04,8.3899,0.9983,0.9992
"ENSG00000225790",1.178,7.1513,0.08643,0.2391
"ENSG00000225791",0.3246,8.7133,0.03208,0.1147
"ENSG00000225793",-0.495,7.0953,0.4877,0.7196
"ENSG00000225806",-0.5748,7.0396,0.5193,0.742
"ENSG00000225828",-0.1006,7.5826,0.7357,0.8825
"ENSG00000225830",-0.2933,8.766,0.02877,0.1054
"ENSG00000225855",-0.1782,7.5525,0.5747,0.7834
"ENSG00000225871",-0.0018,7.3157,0.9968,0.9986
"ENSG00000225880",-0.0082,7.4457,0.9817,0.9922
"ENSG00000225883",0.0673,7.4733,0.8487,0.9375
"ENSG00000225892",0.1894,7.514,0.5752,0.7837
"ENSG00000225912",-0.0012,8.0144,0.9952,0.998
"ENSG00000225920",-0.0286,7.2158,0.96,0.9847
"ENSG00000225921",0.0389,7.8188,0.8778,0.9491
"ENSG00000225953",0.4746,7.1596,0.4299,0.673
"ENSG00000225963",0.2302,7.2859,0.6604,0.8399
"ENSG00000225968",-2.0824,7.0707,0.012,0.05304
"ENSG00000225969",-0.1563,7.0802,0.8346,0.9312
"ENSG00000225972",0.2596,10.4446,0.07021,0.2061
"ENSG00000225973",-0.1222,7.7723,0.6273,0.8184
"ENSG00000225975",-0.1882,7.313,0.6875,0.855
"ENSG00000225976",-0.4688,7.4067,0.2414,0.4807
"ENSG00000226002",-1.0812,7.0596,0.1709,0.3869
"ENSG00000226007",-0.0175,7.1434,0.9777,0.9908
"ENSG00000226015",0.1907,7.437,0.6001,0.8
"ENSG00000226026",0.7519,7.1032,0.2599,0.5041
"ENSG00000226029",-0.4531,7.4171,0.2422,0.482
"ENSG00000226049",0.1342,8.5153,0.3719,0.6185
"ENSG00000226054",-0.071,8.5441,0.664,0.8413
"ENSG00000226055",0.0044,7.0363,0.996,0.9983
"ENSG00000226065",-0.0272,7.2512,0.9609,0.9849
"ENSG00000226067",-0.4887,7.3152,0.274,0.5196
"ENSG00000226084",-0.095,11.4338,0.3088,0.5576
"ENSG00000226085",-0.0186,8.3176,0.9132,0.9639
"ENSG00000226091",0.0295,7.1055,0.9645,0.9863
"ENSG00000226102",0.2732,8.0291,0.1897,0.4136
"ENSG00000226121",1.2445,9.3605,5.182e-10,1.183e-08
"ENSG00000226124",-0.6013,7.1746,0.2884,0.5371
"ENSG00000226137",-0.5819,9.3761,1.213e-07,1.961e-06
"ENSG00000226160",0.0554,7.057,0.9447,0.9765
"ENSG00000226174",-0.4262,7.2643,0.393,0.6388
"ENSG00000226179",-0.2616,7.326,0.5541,0.7688
"ENSG00000226200",-0.9192,8.0959,0.0002248,0.001811
"ENSG00000226210",-0.0974,9.8328,0.3643,0.6114
"ENSG00000226221",-0.2042,11.7762,0.0846,0.2356
"ENSG00000226237",-0.2044,7.6729,0.529,0.7491
"ENSG00000226243",0.3421,7.3575,0.4076,0.6536
"ENSG00000226259",0.0591,9.4341,0.6079,0.8063
"ENSG00000226266",-0.1467,7.0408,0.8568,0.9409
"ENSG00000226268",-0.0205,7.3266,0.9632,0.9857
"ENSG00000226278",-0.5088,6.9964,0.8826,0.9512
"ENSG00000226287",1.0839,7.2014,0.05297,0.1678
"ENSG00000226312",1.1894,7.0495,0.1311,0.3229
"ENSG00000226314",-0.6407,7.4628,0.0741,0.2141
"ENSG00000226318",-0.0664,7.2371,0.9033,0.9609
"ENSG00000226328",0.7968,8.1751,5.161e-05,0.000487
"ENSG00000226329",0.2426,7.4173,0.5206,0.7429
"ENSG00000226332",-0.1645,7.1319,0.7899,0.9097
"ENSG00000226334",0.1985,7.0374,0.8045,0.9161
"ENSG00000226335",-0.4789,7.4785,0.2133,0.4444
"ENSG00000226352",0.8497,7.0267,0.3286,0.5773
"ENSG00000226360",-0.0798,8.509,0.6618,0.8404
"ENSG00000226361",-0.2848,7.2749,0.5499,0.7656
"ENSG00000226380",0.1058,7.5732,0.7411,0.8851
"ENSG00000226381",0.1443,7.7624,0.5737,0.7826
"ENSG00000226396",0.2754,7.446,0.4719,0.7065
"ENSG00000226415",0.073,9.1162,0.7406,0.8849
"ENSG00000226419",-0.0231,7.3396,0.956,0.9831
"ENSG00000226432",-0.0057,7.6502,0.9841,0.9933
"ENSG00000226445",-0.631,7.3512,0.1773,0.3962
"ENSG00000226471",-0.1469,7.1266,0.8175,0.9226
"ENSG00000226478",-0.0052,8.2946,0.9781,0.9909
"ENSG00000226479",0.0851,9.4133,0.5029,0.7306
"ENSG00000226510",0.2639,7.0274,0.7652,0.8975
"ENSG00000226516",-0.8206,7.2833,0.08456,0.2356
"ENSG00000226521",0.3794,7.0293,0.6566,0.8365
"ENSG00000226524",-0.4298,7.2188,0.4148,0.66
"ENSG00000226525",0.0243,8.1909,0.8973,0.958
"ENSG00000226544",0.6478,7.2595,0.19,0.4139
"ENSG00000226564",0.1019,11.7837,0.3931,0.6389
"ENSG00000226608",-0.6134,10.9936,2.265e-09,4.793e-08
"ENSG00000226622",-0.6197,7.3129,0.1835,0.4046
"ENSG00000226686",0.3442,7.1765,0.5601,0.7728
"ENSG00000226688",-0.3462,7.4911,0.3396,0.5879
"ENSG00000226696",-0.2128,7.5048,0.5491,0.7649
"ENSG00000226711",-0.2365,8.002,0.3626,0.6096
"ENSG00000226723",0.5226,7.4206,0.1744,0.3918
"ENSG00000226742",0.2978,8.1754,0.1081,0.2813
"ENSG00000226752",-0.0558,8.4712,0.74,0.8846
"ENSG00000226754",-0.1148,7.1046,0.8738,0.9468
"ENSG00000226757",1.0974,7.2011,0.05057,0.1619
"ENSG00000226763",-0.1485,7.1183,0.824,0.9257
"ENSG00000226781",-0.0469,7.8966,0.8334,0.9308
"ENSG00000226784",0.0104,9.6798,0.9522,0.9812
"ENSG00000226790",0.2685,7.0589,0.7304,0.8793
"ENSG00000226800",0.3098,7.1561,0.614,0.8101
"ENSG00000226803",-0.1414,7.3157,0.7552,0.8927
"ENSG00000226819",-0.897,7.0123,0.3197,0.5683
"ENSG00000226823",-0.2583,7.2437,0.6195,0.8136
"ENSG00000226824",0.5562,7.2884,0.2487,0.4903
"ENSG00000226833",-0.196,7.1114,0.7731,0.9013
"ENSG00000226835",0.8013,7.1338,0.2064,0.4354
"ENSG00000226851",0.4392,7.0745,0.5495,0.7652
"ENSG00000226853",-0.6725,7.0456,0.4215,0.666
"ENSG00000226855",-0.1697,7.7532,0.5231,0.7445
"ENSG00000226864",-0.1795,7.1502,0.7768,0.9032
"ENSG00000226885",-0.1346,7.3788,0.7361,0.8827
"ENSG00000226887",2.8221,7.0381,0.002425,0.01419
"ENSG00000226891",0.2556,7.0424,0.7684,0.8986
"ENSG00000226920",0.0251,7.0926,0.9726,0.9891
"ENSG00000226950",1.1317,8.6176,2.054e-10,4.913e-09
"ENSG00000226958",-0.0329,7.4273,0.9395,0.9749
"ENSG00000226964",0.9636,8.3812,2.838e-09,5.896e-08
"ENSG00000226970",0.1536,7.3359,0.7399,0.8846
"ENSG00000226971",0.5012,7.0244,0.5606,0.7731
"ENSG00000226976",-0.0239,9.6633,0.8489,0.9375
"ENSG00000226981",0.1737,8.0796,0.4689,0.7039
"ENSG00000226992",-0.142,7.2734,0.7642,0.8973
"ENSG00000227001",0.345,8.2498,0.09311,0.2516
"ENSG00000227006",-0.4155,7.0333,0.6268,0.8182
"ENSG00000227008",0.0049,9.9363,0.9633,0.9857
"ENSG00000227014",1.6082,7.0183,0.07405,0.2141
"ENSG00000227018",-0.2659,7.4918,0.4957,0.7252
"ENSG00000227028",-0.3879,7.3017,0.3887,0.6345
"ENSG00000227036",0.3772,7.4841,0.2976,0.5462
"ENSG00000227040",1.0382,7.0406,0.2085,0.4382
"ENSG00000227051",-1.1511,12.1303,1.826e-43,4.772e-41
"ENSG00000227057",-0.0198,9.7684,0.8693,0.945
"ENSG00000227060",-1.7801,7.017,0.05284,0.1674
"ENSG00000227063",-0.1156,13.2735,0.182,0.4029
"ENSG00000227073",-0.0686,7.5944,0.8381,0.9326
"ENSG00000227077",0.001,8.2541,0.9956,0.9981
"ENSG00000227081",-0.0307,10.8943,0.7383,0.8839
"ENSG00000227097",-0.1973,9.8959,0.09743,0.2603
"ENSG00000227110",-0.9469,7.0965,0.1859,0.4079
"ENSG00000227120",-1.9351,7.0605,0.01765,0.07186
"ENSG00000227124",0.1286,8.0132,0.5518,0.767
"ENSG00000227136",-1.2771,7.1186,0.05493,0.1719
"ENSG00000227159",-0.3581,7.2257,0.5092,0.7347
"ENSG00000227184",1.1137,7.0873,0.1263,0.3141
"ENSG00000227192",-1.714,7.0031,0.0827,0.2317
"ENSG00000227194",0.0908,7.0624,0.9097,0.9628
"ENSG00000227199",-0.0759,7.2101,0.8929,0.9554
"ENSG00000227212",-0.3756,7.1341,0.5907,0.7939
"ENSG00000227232",-0.1188,10.2439,0.259,0.5034
"ENSG00000227233",-0.6117,7.0668,0.4457,0.6856
"ENSG00000227242",0.4308,7.7425,0.1253,0.3122
"ENSG00000227252",-0.235,7.3135,0.5911,0.7942
"ENSG00000227268",-1.5646,7.3632,0.0006781,0.004782
"ENSG00000227285",-0.032,7.5222,0.9211,0.967
"ENSG00000227288",-0.1001,7.0823,0.8898,0.9545
"ENSG00000227295",0.2164,8.3186,0.2326,0.4688
"ENSG00000227329",-0.1299,7.1061,0.8448,0.9356
