"gene","TCGA-BH-A0C0-11A","TCGA-BH-A18J-11A","TCGA-AC-A2FM-11B","TCGA-BH-A18N-11A","TCGA-BH-A0DQ-11A","TCGA-GI-A2C8-11A","TCGA-BH-A0H5-11A","TCGA-BH-A0DZ-11A","TCGA-BH-A0DL-11A","TCGA-BH-A18M-11A","TCGA-E9-A1N9-11A","TCGA-BH-A18Q-11A","TCGA-BH-A1FM-11B","TCGA-BH-A1EO-11A","TCGA-BH-A1F8-11B","TCGA-BH-A0DG-11A","TCGA-E9-A1RB-11A","TCGA-BH-A0DO-11A","TCGA-A7-A13E-11A","TCGA-BH-A1FR-11B","TCGA-A8-A0A7-01A","TCGA-E9-A22D-01A","TCGA-A8-A08H-01A","TCGA-BH-A0DZ-01A","TCGA-BH-A0BQ-01A","TCGA-JL-A3YW-01A","TCGA-E9-A22G-01A","TCGA-AO-A0JE-01A","TCGA-E9-A1N6-01A","TCGA-D8-A1XY-01A","TCGA-C8-A12T-01A","TCGA-AN-A0FX-01A","TCGA-A8-A06U-01A","TCGA-C8-A135-01A","TCGA-S3-AA14-01A","TCGA-E9-A3X8-01A","TCGA-BH-A0AW-01A","TCGA-C8-A12Q-01A","TCGA-AQ-A04L-01B","TCGA-AN-A0XP-01A","TCGA-EW-A6S9-01A","TCGA-A8-A06X-01A","TCGA-C8-A1HF-01A","TCGA-3C-AALK-01A","TCGA-C8-A12P-01A","TCGA-E2-A1IF-01A","TCGA-BH-A0C3-01A","TCGA-EW-A1IZ-01A","TCGA-GM-A2DO-01A","TCGA-EW-A1J5-01A","TCGA-D8-A1XG-01A","TCGA-BH-A5J0-01A","TCGA-E9-A227-01A","TCGA-B6-A1KC-01B","TCGA-AN-A046-01A","TCGA-AN-A0XL-01A","TCGA-E2-A1IL-01A","TCGA-A2-A0YL-01A","TCGA-D8-A1JC-01A","TCGA-AO-A12H-01A","TCGA-D8-A27K-01A","TCGA-A8-A06Y-01A","TCGA-BH-A1EY-01A","TCGA-BH-A0DL-01A","TCGA-GM-A5PX-01A","TCGA-GI-A2C8-01A","TCGA-D8-A73W-01A","TCGA-D8-A1JM-01A","TCGA-A2-A0T7-01A","TCGA-A8-A08I-01A","TCGA-BH-A0BL-01A","TCGA-LL-A441-01A","TCGA-D8-A143-01A","TCGA-EW-A6SB-01A","TCGA-E2-A150-01A","TCGA-A2-A0T2-01A","TCGA-AO-A0JL-01A","TCGA-EW-A1P4-01A","TCGA-LL-A73Y-01A","TCGA-A1-A0SK-01A","TCGA-HN-A2NL-01A","TCGA-C8-A1HJ-01A","TCGA-EW-A1PH-01A","TCGA-E9-A5FL-01A","TCGA-AC-A2QH-01A","TCGA-S3-AA15-01A","TCGA-A2-A3XT-01A","TCGA-D8-A1XQ-01A","TCGA-A7-A4SE-01A","TCGA-D8-A1JF-01A","TCGA-B6-A402-01A","TCGA-AC-A2QH-01B","TCGA-A7-A6VV-01A","TCGA-BH-A0RX-01A","TCGA-AR-A5QQ-01A"
"PALLD",13.7768,13.3502,12.8078,13.5478,13.04,14.4364,13.3582,12.8142,13.3916,13.4332,13.1119,13.6346,13.8043,12.7967,13.5665,13.158,12.9015,13.4983,13.2664,13.3432,12.8257,11.5859,12.9112,13.9167,13.6054,13.3903,11.116,13.4905,14.0242,13.3265,13.7896,13.4339,12.8094,12.9371,13.7041,12.9183,12.3895,13.2116,12.9617,12.9225,13.3415,11.6696,13.6304,13.5352,13.2657,12.8357,12.8709,11.16,11.7868,12.9907,12.9204,13.2272,12.9729,11.5888,13.2498,13.1905,13.3606,13.6683,13.1208,10.6257,13.2799,11.3119,13.0919,12.6134,13.4238,13.7491,13.0281,10.3364,13.4004,11.6385,14.1883,11.704,13.1559,10.2092,12.4612,11.9856,12.806,12.3824,13.2591,11.7599,11.3384,11.9819,11.8502,12.1762,14.6836,12.4056,12.147,12.8414,13.4707,13.4199,12.5984,13.8218,13.9959,12.1886,12.995
"CBR4",10.5844,10.1209,9.6162,10.235,10.4202,11.2709,10.5832,10.0622,10.2967,10.1032,10.2307,10.5798,10.3633,9.7139,10.3542,10.5051,10.0796,10.549,10.0558,10.3058,11.1151,9.1142,9.8811,11.0692,10.5728,10.2667,9.1496,10.2131,10.8753,10.6091,9.8857,9.4284,9.9017,10.6131,9.8959,9.4786,9.8228,10.6966,12.1568,10.0771,10.3943,9.8272,10.8995,10.4529,10.3006,9.9371,9.6422,9.9559,10.4782,10.4116,9.8825,9.5449,10.8317,10.3272,10.2776,10.2775,10.3185,10.4852,10.2544,10.2932,10.6904,9.6005,9.4863,9.5528,10.6343,10.2399,10.1838,8.1645,9.8863,8.9649,9.7993,9.084,9.8789,8.1823,9.1497,9.3664,9.2922,9.5022,9.9956,9.8365,9.7967,8.6451,8.841,9.076,11.226,9.1532,9.9266,10.0703,8.8896,9.6393,9.2876,11.0718,9.5593,9.2491,9.3547
"SH3RF1",10.6159,10.1175,9.813,10.4404,10.6549,10.4783,10.9696,10.1129,10.5954,10.4239,10.33,10.987,10.397,9.9631,10.4016,10.6814,10.1849,11.2075,10.3799,10.5852,10.4915,9.9989,9.8664,10.935,11.3249,10.4541,10.666,10.3482,11.2113,10.875,10.444,11.6195,10.3963,11.4742,10.1553,9.5108,10.3348,10.7279,11.2169,11.5373,11.6132,10.1714,11.0555,10.841,10.6742,10.4703,10.0595,10.1327,9.9963,11.1105,11.2533,10.4314,10.4313,10.1571,11.0509,10.7558,11.8153,11.72,10.6764,11.611,11.601,11.1045,10.1946,10.718,11.5104,11.4603,11.5764,10.6135,10.892,9.8491,10.8555,9.9916,11.3198,8.7907,10.406,10.5025,10.9301,9.9553,11.534,12.2835,10.4261,10.5393,10.9584,9.0454,10.5713,9.8664,9.3921,11.6308,10.5171,9.9535,10.3047,10.1992,10.6331,10.379,10.4053
"NEK1",10.0505,9.8639,8.7094,9.9345,10.0093,9.8834,9.9295,9.3646,9.9704,9.819,9.76,10.1019,10.0867,9.771,10.0036,10.1291,10.159,9.8685,9.8574,9.8118,9.3079,9.1531,9.8605,9.2069,9.6322,8.7794,9.0447,9.6568,9.1874,9.6778,9.5388,9.3262,9.3729,9.0561,9.0241,8.4323,9.1489,9.763,9.0042,9.5743,9.6144,9.7795,9.8985,9.2871,8.8775,8.8776,9.7259,9.0208,8.9341,9.8563,9.1294,8.7108,9.5906,9.6445,8.8278,9.8225,9.876,10.1846,9.9309,9.2939,10.0465,9.2229,9.4629,9.1994,9.5118,9.2275,9.1064,9.0204,9.4212,8.9911,9.9533,8.8568,9.0307,7.9232,8.7595,8.4062,8.4565,9.796,9.4929,9.8607,9.4576,9.8362,9.848,8.421,10.9948,9.1025,8.868,9.4025,9.2089,9.3218,9.4326,10.3357,8.9594,8.4351,9.477
"CLCN3",12.1201,11.9504,10.8787,11.98,12.2058,12.1086,12.0643,11.7955,11.9572,11.7448,12.2243,12.0646,11.9546,11.4049,12.1265,12.4939,12.2146,12.3665,12.0856,12.0222,12.2581,11.1596,11.6693,12.3294,11.8635,11.2571,12.1296,12.1225,11.476,11.8192,11.8066,11.1518,12.6113,12.0975,11.4585,9.6728,11.9708,12.7368,12.272,11.8566,12.4959,11.3264,12.262,11.5864,11.6224,11.2726,12.0496,11.7094,10.837,11.946,11.5943,10.7944,12.2535,12.6217,11.5918,11.9284,12.2386,12.1457,12.2544,12.3211,12.2863,12.5696,12.0818,12.2746,11.2753,12.2347,11.8167,11.0975,11.4982,11.5993,11.9721,11.0081,11.4347,10.1683,11.7597,11.1134,11.8073,11.411,11.717,11.7184,11.0913,11.6346,10.9078,10.7839,11.9512,10.8878,10.586,11.347,10.4227,11.9062,11.1058,11.0844,11.2098,10.6812,10.7409
"HPF1",9.1209,9.008,9.5488,9.2483,9.1496,9.7091,9.1093,9.3241,9.3181,9.2007,8.9081,9.3665,9.3748,10.1382,9.6772,9.4045,9.3494,9.3443,9.4758,9.3754,9.5945,9.4972,9.7302,9.5998,9.5628,9.6934,9.8719,9.613,9.7274,9.1563,9.3325,9.1867,9.2838,9.4746,8.6443,9.7924,9.7557,8.9798,9.6869,9.0225,9.16,9.0383,10.7088,9.1293,9.3777,9.4633,9.375,9.6304,9.3031,9.1536,8.8182,9.4609,9.3669,9.4454,8.5966,9.0581,9.0048,9.3045,9.4382,9.5485,9.1027,9.4615,8.8436,9.2951,9.7885,8.7596,9.0615,9.1488,9.2129,8.474,10.2036,8.8115,9.438,8.7907,9.349,9.6033,9.7544,9.0637,9.1458,9.9643,9.4321,10.3469,9.59,9.1418,9.4919,9.2754,9.254,9.9392,8.9796,9.0732,9.2383,8.3989,8.8448,9.5825,10.3614
"MFAP3L",9.356,9.163,9.1093,10.0633,10.8255,10.6074,10.568,9.1426,9.2962,8.9538,10.2329,9.4995,8.7129,7.9392,9.4209,9.9094,10.1299,10.9088,9.236,9.8435,11.5113,7.1709,8.5582,8.6317,9.4691,9.2309,9.5752,9.3223,9.7846,8.8303,9.5811,9.6386,7.609,9.9297,8.85,8.0904,10.1042,9.1131,8.051,8.1784,8.2631,8.2471,8.7984,8.3963,11.0909,8.0867,8.7633,8.7209,6.6142,8.4036,9.5465,8.2138,7.7119,9.2086,7.7435,8.3142,8.4139,9.6162,11.0538,7.5704,8.7847,7.7906,9.5707,9.7358,9.0054,8.8748,8.3449,6.5446,10.3249,7.1317,9.4591,8.4035,7.6204,7.7571,8.4032,9.6468,11.3176,8.2609,10.7836,8.8,8.719,11.4097,9.4232,7.7725,8.8142,8.1507,10.3985,10.8275,9.525,11.239,11.2415,8.6485,9.2474,9.6846,9.2261
"AADAT",7.1234,7.6683,7.2908,7.4676,7.5446,7.0836,7.4165,7.5953,7.6034,7.4594,9.5042,7.9553,7.677,7.5353,8.0136,7.5066,7.4972,7.6941,7.3626,9.4616,6.7838,6.3514,7.7837,6.9975,7.2189,8.9341,9.4271,9.7807,8.848,6.9803,8.2254,8.2871,6.1422,9.63,7.7497,6.9292,9.24,7.9555,9.0969,6.5048,7.4122,7.6093,10.2684,7.4139,8.836,7.1967,7.3955,6.3366,6.5964,6.939,7.2785,6.7072,6.6836,7.8518,6.4016,6.7521,6.7937,7.0329,7.45,7.7774,6.7021,7.3562,7.0529,8.3746,7.2323,7.9838,6.7372,8.2182,7.3383,8.4815,9.2651,7.7572,8.9203,7.2267,7.1746,6.8969,8.3937,8.1362,7.9685,9.6477,9.3736,10.4874,8.3598,7.831,8.831,8.1379,7.5438,7.1905,8.4953,11.5427,8.9003,9.2389,7.7595,8.5468,8.5709
"GALNTL6",6.5544,6.0114,6.3151,6.2501,6.3494,6.5646,6.4202,6.376,6.1742,6.1511,6.4286,6.5153,6.1569,5.5761,6.0173,6.348,5.8529,6.0091,5.8078,6.5017,5.7505,6.8828,5.8788,5.9594,6.6422,5.8512,5.3397,8.297,5.7211,5.8211,5.9499,6.085,5.8413,6.3379,6.4529,6.164,6.6684,6.4703,7.9637,6.1883,6.2288,5.5606,6.756,6.3056,5.7351,6.546,5.646,6.0995,5.9328,6.8688,6.1019,6.2753,7.5025,6.1549,5.9164,5.8974,6.0965,6.3793,6.0666,6.5106,6.7162,5.7794,6.1586,5.5666,6.2018,7.895,6.692,5.3397,6.1646,6.2422,5.6359,5.8848,5.718,5.3397,5.5659,5.3397,5.7926,5.8431,5.9059,6.1101,7.9311,6.9209,5.9979,6.3039,5.9687,5.59,5.5627,5.5595,5.7663,6.0603,5.6668,6.574,5.5625,5.8584,5.7444
"GALNT7",11.8312,11.4988,9.9717,11.036,12.5841,8.4727,11.4808,11.7582,10.6473,10.2878,11.7061,11.2946,10.7139,9.4488,10.8637,11.2678,10.5685,10.9625,10.3961,11.3798,11.3391,11.6892,10.6131,11.7179,12.2975,10.8312,10.348,12.1553,11.3474,12.0856,11.3667,9.4534,11.369,12.872,10.9783,10.5814,12.657,12.9473,13.3863,13.5034,12.0848,10.9445,13.6303,11.7876,11.4314,12.6296,11.5367,12.3864,10.5883,11.2794,12.5378,10.623,12.7037,10.9137,11.4195,12.3848,13.3107,11.6764,11.2666,12.0211,13.3818,10.4114,11.7955,10.7695,11.3541,11.9639,13.5677,11.5572,10.637,11.541,10.7446,9.5905,12.5987,8.9539,10.0446,9.4852,10.5157,9.468,9.5376,10.5559,10.0127,10.564,9.4668,10.6655,10.4635,9.9598,9.8112,9.0957,9.8759,11.9612,10.1149,9.6384,9.4026,10.3418,10.9774
"HMGB2",10.6058,11.0405,10.8295,10.742,10.8152,10.732,11.0254,10.6925,10.728,10.9652,10.7452,10.7742,11.1912,10.9943,11.1664,11.1915,11.4562,10.869,10.3433,10.6706,11.4196,13.1107,11.6299,13.2076,10.8125,11.9427,13.7655,11.7278,11.8384,9.9401,12.8759,12.3828,12.1356,12.3757,10.9237,11.4402,12.3356,10.9385,11.4151,11.0095,11.6282,11.6505,14.208,11.7953,11.2249,12.0481,11.8264,12.7173,13.6146,11.8607,10.8472,11.6649,11.5898,11.5758,11.0905,12.0802,10.2965,11.3849,11.6073,11.3142,10.5037,10.1973,10.4363,12.2576,10.8202,10.051,11.8415,12.2355,11.0026,12.2418,12.7798,11.8441,13.2182,12.1683,11.6304,11.0784,13.6683,12.2978,11.7499,13.9839,13.3745,12.6133,12.7537,11.8399,11.9625,11.9145,12.5622,11.4772,11.8514,10.0284,12.6392,11.5309,12.5591,12.0905,12.7573
"SAP30",7.5282,8.0307,8.2054,7.7576,7.739,7.7903,8.0366,8.4276,7.7442,8.0204,7.7204,7.5171,7.8368,8.2237,8.1189,7.649,7.8064,7.4781,7.4215,7.9879,8.2465,9.4953,8.494,9.0849,8.5064,9.3384,10.4679,8.9364,8.2811,8.1481,8.8383,9.3832,8.5899,8.7613,8.0401,8.6544,9.2042,8.7016,9.7393,8.1287,8.307,8.6446,10.7359,8.1157,8.6854,9.0773,7.8897,8.5784,8.3832,8.2792,8.1215,8.6553,9.1643,6.6049,7.7205,8.3734,7.0724,8.3671,7.7367,8.6248,8.3969,8.0671,7.1935,8.3966,8.8681,8.0615,9.2991,8.981,7.8252,9.1667,8.7883,8.3482,9.8889,8.537,9.0467,8.6015,8.7065,8.41,9.1107,9.4846,9.4537,9.4167,8.7147,7.5895,9.1166,8.8452,9.6652,8.7966,8.2254,7.8436,9.8231,8.1933,9.2242,9.055,8.9151
"SCRG1",7.1138,6.1316,8.0914,6.7806,7.0373,6.033,6.93,7.4048,7.0248,6.3583,6.4868,7.1513,6.8032,6.8092,7.5893,6.348,6.3507,6.6144,7.1794,7.4638,6.3298,5.8296,5.8788,5.3397,5.9141,5.8512,7.7943,5.9362,5.7797,5.5558,5.9053,10.2748,5.8413,5.8049,5.8474,6.3855,5.668,5.8735,6.142,5.7236,5.718,5.9602,5.8341,6.3056,5.7351,5.9166,5.7721,5.7229,5.6583,5.9304,5.9644,6.3702,6.2945,5.87,5.6741,6.9514,5.6394,6.7553,5.6391,5.9371,6.2661,5.6512,5.7816,5.6602,7.0676,5.9053,6.1485,9.4101,6.3827,6.2661,6.7379,7.1789,6.3681,6.2469,6.8961,5.9258,11.4788,5.7904,11.2159,5.8664,6.5315,9.4018,6.2116,6.0498,11.7486,6.4341,10.5189,6.0933,6.4262,5.7586,10.439,9.55,6.6673,10.1852,5.9101
"HAND2",7.3891,7.2793,7.6023,7.5121,7.5092,6.2505,7.3381,6.7488,7.6692,7.5474,7.3836,7.7277,7.6835,7.7561,7.7566,7.3137,7.8539,7.5081,7.3924,7.4712,7.0633,6.4153,7.6407,7.3797,7.4164,7.5083,9.3183,7.1571,7.2748,6.6764,7.5102,6.7994,6.3044,6.898,7.5528,7.9349,6.5756,6.8368,6.7885,6.5782,7.0451,6.3555,6.9967,7.0917,6.7169,7.5051,7.1169,6.3591,6.792,6.463,6.4473,7.1273,7.2821,6.0082,6.4488,7.1604,6.6829,7.5405,6.6368,6.1489,6.5341,6.0309,7.1935,6.2861,7.9748,6.9743,6.3241,6.5031,7.1559,5.908,6.8287,6.7487,6.9139,7.8572,6.2835,6.3935,5.9228,7.024,7.3824,7.1521,8.4227,6.2416,6.0328,7.0339,9.2217,7.3448,9.5576,6.7433,8.19,6.4742,7.7944,9.8456,7.2627,6.757,6.7131
"FBXO8",9.8252,9.7058,9.5453,9.8586,9.7465,9.1404,9.8277,9.4667,9.6687,9.696,9.9716,9.7333,9.8228,10.2549,9.9232,9.8912,9.9509,9.8281,10.2081,9.8957,9.9295,9.8737,9.5096,10.1084,9.4248,9.4787,9.0995,9.6622,9.0668,9.6137,9.3971,9.2581,10.1782,9.2148,9.0604,8.8384,9.7218,9.7661,9.5606,9.8078,9.6883,9.4969,9.8299,9.1395,9.4343,9.4045,9.5864,9.6751,9.3588,9.4741,9.2853,9.3215,9.7323,10.0359,9.0626,9.8853,9.6132,9.5296,9.822,10.0775,9.68,10.0719,9.3904,9.5528,9.9338,9.5122,10.2736,9.4192,9.2579,9.2229,9.6424,8.7731,8.9886,9.2511,9.371,9.4691,9.6593,8.7271,9.354,9.3233,8.6386,8.9939,9.4531,9.0212,9.3717,9.0127,8.9557,9.1592,8.5828,9.5426,9.0708,8.5167,9.2405,9.1977,9.3187
"CEP44",9.7,9.2206,8.7471,9.357,9.4798,9.2692,9.8073,8.6973,9.4265,9.3503,9.4705,9.8039,9.6121,8.8962,9.7246,9.7543,9.305,9.7013,9.0632,9.531,8.9554,8.8988,8.7447,8.9546,8.743,8.9249,8.568,8.7217,8.7552,9.4873,8.6494,9.2116,9.3291,8.6882,8.7881,8.5669,8.5653,9.0959,9.3488,8.7318,9.1457,8.4756,9.3529,8.7721,8.537,8.8093,9.0208,8.9745,9.6719,9.5756,9.0366,8.3076,9.0734,9.6385,8.6007,9.6057,9.2185,9.1055,9.2366,9.2893,9.4221,9.0444,8.7753,9.3135,9.3376,9.0634,9.5213,9.0703,8.8852,8.9963,9.511,8.8304,8.6566,8.7093,8.7662,8.81,9.4054,8.4891,9.0626,9.2429,8.9222,9.0169,8.865,8.4049,10.4582,8.4916,8.7353,8.7905,9.1118,9.1127,9.1976,9.946,8.6125,8.4125,8.9216
"HPGD",7.5212,8.0803,8.6409,7.9335,8.3353,8.1548,9.3585,10.0374,8.1553,8.0886,14.7054,7.9045,10.3594,9.7026,7.7376,8.3706,8.5178,7.9294,7.83,13.6506,7.0098,9.8532,8.8416,6.2954,8.067,11.937,7.3334,12.7441,8.7065,8.7648,11.0387,6.4623,6.2275,9.5234,12.4737,7.2322,7.2934,12.3964,7.7862,6.1008,8.6806,5.9602,7.4955,9.8173,8.0757,8.1753,8.3242,6.8807,7.449,7.4652,6.1894,9.2085,6.7152,8.8358,6.3771,7.4504,6.5257,7.0121,7.3386,5.8933,9.8815,6.3538,7.4089,11.0423,7.2323,6.8004,6.561,7.0781,7.3623,8.2117,6.8533,7.2911,7.1929,6.206,6.2312,5.7555,6.368,7.5611,7.6976,6.6132,9.1392,7.0539,6.1568,8.7399,7.0339,8.0317,7.0626,6.4352,6.6483,14.7603,6.0284,6.514,6.0716,6.6354,8.074
"GLRA3",7.0444,6.5865,7.2067,11.7406,14.3114,5.6889,10.762,7.8109,9.5307,9.1746,6.3449,6.1577,9.4375,5.5761,5.9468,9.5308,9.6732,7.8911,6.7509,7.3049,5.5774,8.638,6.3112,7.5303,6.2268,5.6642,5.3397,6.0147,6.0314,6.8962,6.4281,6.8661,5.5649,6.1704,8.0571,6.1266,5.9506,6.6617,5.3397,5.3397,7.4616,5.5606,5.3397,14.815,5.3397,6.2306,5.7145,5.5614,7.191,5.3397,6.0016,9.6633,8.9707,5.8145,5.5764,6.4899,5.3397,9.1981,6.9511,5.3397,5.7037,5.3397,5.7228,5.8926,5.3397,5.3397,5.718,5.3397,5.9951,9.0219,6.2395,7.4535,6.3241,5.6173,5.891,6.3143,8.434,5.7904,5.5549,6.0806,5.6505,5.7625,5.6521,6.4197,6.1476,5.949,5.3397,5.3397,5.3397,6.0198,5.6668,5.9051,5.3397,5.3397,5.3397
"GPM6A",7.3968,6.5533,6.9729,7.9067,7.4948,6.9668,6.8839,6.289,7.3177,7.5545,7.3313,8.2864,7.7715,7.4335,7.7938,7.0033,7.6912,7.1022,8.0684,8.1721,5.9645,6.5312,6.5908,6.722,6.3444,6.4394,5.3397,7.9295,5.9966,6.0808,7.8206,5.8238,5.5649,5.8592,6.0181,6.4129,5.5721,6.7956,5.5844,6.3383,5.718,5.6517,5.3397,5.9328,5.3397,8.4787,6.9734,5.8334,6.0465,6.2417,5.3397,9.265,13.3027,5.5779,5.7488,7.1312,5.857,7.7614,6.1235,5.7324,6.4652,5.8308,5.8333,5.792,6.7422,5.8025,5.9153,5.3397,5.7563,6.0496,5.5493,6.1578,5.5585,5.8191,5.8435,5.5803,5.6019,6.5246,7.0523,7.1819,8.8136,5.3397,5.7219,6.5466,6.9687,5.7722,5.3397,5.3397,5.8612,5.6821,5.6668,6.03,5.6545,5.9521,6.0361
"WDR17",8.1721,7.8356,6.9729,7.4974,7.458,6.7659,7.8416,6.5963,7.7072,7.6949,7.9562,8.3922,8.0158,6.6155,7.6105,8.1531,7.5231,7.9615,6.8001,7.6053,6.1856,6.9339,7.003,5.8097,6.4479,5.9437,5.3397,5.7318,5.8312,6.0499,6.1965,5.9504,5.7888,6.4106,6.5342,5.841,5.8571,6.302,5.7626,6.0007,6.4888,6.3331,5.7234,6.3056,5.9412,6.0274,7.7121,5.7817,6.9053,8.5075,8.9712,6.1962,8.3604,9.6898,5.8116,6.2013,5.936,7.1872,7.131,7.2135,7.1404,7.6563,5.7228,5.6602,6.4065,5.95,8.4266,6.5648,6.4386,5.908,6.029,6.6813,7.9595,5.7317,5.5659,6.1957,5.862,6.7493,7.6911,7.6033,8.4624,6.4105,5.6521,6.7604,6.4682,6.8189,7.1079,5.7197,7.1753,5.9766,7.7149,6.7353,5.8829,6.257,5.6705
"SPATA4",6.1625,6.3881,6.2691,6.0675,6.3494,6.6498,6.3229,6.2172,6.1484,6.005,5.8723,6.1061,6.0099,5.3397,6.2424,6.3067,6.0254,6.4238,6.1756,6.2212,5.5774,5.9576,5.6521,5.3397,6.8726,5.5694,5.3397,5.9767,5.6514,5.7133,5.9499,5.3397,5.5649,5.9531,5.9799,6.164,6.0309,5.7182,5.8844,6.2913,5.8733,5.3397,5.7234,6.0465,5.3397,5.9927,5.9101,5.5614,5.7295,6.9726,5.5621,5.9293,7.2627,6.5436,6.4715,5.6391,6.4551,6.11,5.8564,6.3367,6.8472,6.4582,5.6528,5.3397,6.922,5.5718,5.8271,5.7443,5.6348,6.0805,5.6359,5.6323,5.9912,5.3397,5.3397,5.8193,5.3397,5.5657,5.8191,5.7132,6.1239,5.6853,5.5608,5.3397,5.7048,5.3397,5.6548,5.3397,5.7663,5.8228,5.3397,5.3397,5.5625,5.8041,6.073
"SPCS3",11.8848,11.8775,11.4865,11.9972,12.3156,12.0771,11.8565,11.7878,12.1252,11.6665,11.8578,11.929,12.0597,12.2338,12.3317,12.0962,11.9873,12.0238,11.9064,12.2566,13.0823,12.0535,12.4113,12.5198,11.8174,12.4403,11.3385,12.0619,11.8789,11.888,12.256,11.2107,12.1279,12.5078,11.6796,11.1624,12.5271,12.053,12.7068,11.6593,11.5327,11.8614,12.889,11.8805,12.1791,11.8384,12.2458,12.3564,12.0479,11.3844,11.6223,11.2975,13.3986,11.0237,12.2361,11.7811,11.4432,11.6648,11.9057,12.2231,12.063,13.0529,11.6777,12.1229,11.295,11.9452,12.25,11.6015,11.6158,12.3609,12.1433,11.4659,11.74,12.9573,11.8921,11.304,11.8277,12.0246,11.8924,10.5071,11.6552,11.877,11.698,11.6189,13.4257,12.7574,11.2487,11.7258,11.1111,12.6605,11.3939,11.2652,11.3068,12.4385,12.3752
"VEGFC",8.5415,8.9593,8.9329,9.6184,8.5786,8.5303,8.8927,8.4917,9.4538,9.5632,9.1388,8.9379,9.3979,10.3327,9.8467,8.8652,9.2762,8.4646,10.1229,9.5088,8.5981,8.2784,9.4318,9.1107,9.0713,10.0256,7.2429,9.1691,8.7837,8.6407,9.005,8.2697,7.8335,9.5503,8.7679,8.8187,9.481,8.6917,8.6874,8.1438,9.4542,7.7219,9.5915,8.9805,8.6036,9.5618,8.9633,8.5563,8.673,8.1108,7.2689,9.2013,8.8661,8.3538,8.2792,8.9595,8.0008,8.8452,8.0431,9.1979,8.5861,8.4558,8.3436,7.8544,9.6132,8.7239,9.2577,8.0913,8.6652,7.0689,8.7101,8.1022,7.8436,7.6932,7.7204,8.7233,9.547,7.8977,8.6701,7.5233,7.5417,8.3269,7.4304,8.2079,6.8261,8.5875,8.038,8.3679,8.3308,8.6357,7.5899,6.2254,8.8989,9.0779,12.3062
"NEIL3",5.9604,6.0742,5.5564,5.6395,6.0896,5.8323,5.7563,6.3551,6.1216,6.1242,6.7784,5.8848,5.8157,5.9156,6.3342,6.2632,6.398,5.86,5.9989,6.1971,7.7895,8.2238,7.2882,8.0471,6.6261,7.6619,8.7917,7.8412,8.3121,6.2898,8.0786,7.4963,7.6688,8.4024,6.7287,6.328,7.6132,7.6502,7.1611,6.6792,7.2131,7.6808,9.5494,6.792,7.9654,7.0483,7.0746,7.3745,7.8361,7.2027,6.95,6.4959,7.0843,7.2822,6.9476,6.9514,6.5426,7.2997,8.3338,6.9156,6.8222,6.3314,6.6441,8.0467,5.9191,5.9915,7.3779,8.3443,7.1179,7.4927,8.245,7.133,8.5,7.8181,7.9117,7.0144,7.8244,8.1362,6.6862,7.7936,8.5496,8.9972,8.0144,7.519,8.4837,6.9539,7.2141,7.0291,7.6791,7.429,7.0099,7.3418,7.5735,8.1591,8.9995
"AGA",9.7576,9.4581,9.9677,9.9017,10.0261,9.3187,9.6418,10.0424,9.4007,9.3346,10.514,9.486,9.3215,9.7214,9.7416,9.5342,9.6732,10.0752,9.9309,9.8957,10.1957,9.1934,9.657,10.7199,10.0735,9.6478,10.3514,10.9351,10.5466,10.3336,10.4331,9.5841,10.2062,10.9532,9.169,9.6902,11.1823,10.6419,11.4347,10.0551,9.6834,9.8807,11.266,9.7689,10.026,9.7733,9.2757,10.0516,9.9111,10.1326,9.3337,9.708,11.3752,9.5366,10.5042,9.3365,10.373,9.4462,10.3309,10.7001,10.312,10.2567,10.3855,9.9979,10.2961,9.3883,9.1736,9.5814,9.6047,9.9227,10.6111,9.3127,10.7456,9.996,8.9088,9.3005,10.7541,9.1477,9.2223,9.0373,9.7436,10.3674,9.7885,9.8729,9.0179,9.5782,8.3621,9.0907,8.3308,12.3657,8.3938,7.8541,9.152,10.2792,10.0274
"TENM3",9.4999,9.4322,8.4438,10.9257,9.2636,10.106,8.8043,8.5811,9.7514,10.0481,9.3985,9.8943,9.9634,10.1768,9.6496,8.5785,11.0333,10.2632,10.7087,9.3215,8.8414,7.9364,9.3601,9.7218,9.2301,9.5117,6.7307,9.8733,10.0088,9.9239,10.0262,7.7299,8.1797,9.9075,10.1463,8.707,9.5042,8.8939,8.9572,8.2591,9.2802,8.6131,8.7602,11.0171,9.4576,8.8184,10.3177,7.0534,7.1804,11.8324,8.01,8.3912,8.1003,7.357,8.9612,9.0724,9.7827,8.8399,9.2739,7.0193,8.7961,6.9122,10.3036,7.6379,8.6395,9.681,8.5224,9.249,9.3607,7.1817,9.9103,7.7572,6.7663,6.206,7.4631,8.1087,7.2481,9.0745,9.2569,6.9681,9.5203,7.2353,7.9868,8.9084,13.8502,9.3204,7.3306,8.1995,8.6999,9.4436,7.2235,12.9672,8.5723,7.7045,11.1229
