"gene","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000230551",9.0262,8.9366,8.9019,8.8051,9.2537,9.1728,8.9976,8.905
"ENSG00000230555",7.5185,7.571,7.5381,7.5926,7.3207,7.3765,7.694,7.5001
"ENSG00000230561",6.9735,7.1507,7.0218,7.0752,7.1197,7.1071,7.1698,7.1399
"ENSG00000230562",7.7648,7.6304,7.6558,7.6393,7.7814,7.6639,7.6186,7.6406
"ENSG00000230563",7.2302,7.1507,7.2921,7.2973,7.2925,7.0465,7.3479,7.4179
"ENSG00000230565",7.2487,7.124,7.3339,7.1513,7.398,7.0881,7.3479,7.3725
"ENSG00000230567",8.6683,8.7792,8.66,8.7098,8.734,8.8261,8.7631,8.5028
"ENSG00000230578",7.5068,7.3729,7.5381,7.5429,7.4774,7.5748,7.4265,7.388
"ENSG00000230587",6.9297,7.0952,6.9915,7.1152,6.9573,7.2601,7.0595,7.1874
"ENSG00000230590",7.8225,7.6304,7.837,7.6834,7.9775,7.9073,7.9357,7.7506
"ENSG00000230592",7.5525,7.6639,7.1786,7.2441,7.1601,7.1252,7.1451,7.0216
"ENSG00000230596",7.0103,6.7344,6.9163,6.9051,7.2142,7.2729,6.9403,6.7344
"ENSG00000230606",9.0842,8.8658,8.9828,8.7098,9.2181,8.7157,9.0417,8.5787
"ENSG00000230615",7.2109,7.0293,7.1194,7.0752,7.2309,7.0465,7.2154,6.9377
"ENSG00000230623",7.2487,6.9431,7.1598,6.9757,6.9917,6.9983,7.1451,7.0216
"ENSG00000230626",7.9139,7.7862,7.7127,7.9845,7.831,7.9694,7.8954,8.2058
"ENSG00000230629",10.9608,11.0987,10.175,10.5501,9.8,10.012,10.2645,10.2552
"ENSG00000230630",8.5837,8.5586,8.4671,8.272,8.82,8.4767,8.5641,8.6002
"ENSG00000230633",7.1908,7.1757,7.5283,7.624,7.1789,7.6056,7.2569,7.487
"ENSG00000230658",7.2666,7.0952,7.2139,7.1845,6.8632,6.7344,6.88,7.1874
"ENSG00000230665",7.1697,7.0639,6.9915,6.9757,7.0493,7.0465,7.0595,7.0554
"ENSG00000230667",7.0721,7.1994,6.9571,7.0297,7.1197,7.1425,7.2952,7.2303
"ENSG00000230673",7.099,7.2434,6.7344,7.0297,7.0745,6.9705,6.9403,7.0859
"ENSG00000230712",7.0103,7.0952,7.1786,7.2153,7.1969,7.8522,7.1187,7.3061
"ENSG00000230715",7.9066,7.9188,8.1043,8.2399,8.035,8.2496,7.836,7.8651
"ENSG00000230724",8.9388,8.7556,9.489,9.3595,8.9715,8.8357,9.0386,8.7447
"ENSG00000230733",8.8386,9.1289,8.7479,9.2869,8.9587,9.257,8.834,9.1822
"ENSG00000230734",8.3177,8.3181,6.7344,6.9051,7.8446,7.8293,7.9036,7.8483
"ENSG00000230756",8.642,8.9571,8.9019,9.0079,8.9715,9.1064,8.8556,9.0478
"ENSG00000230777",7.099,7.3211,7.1786,7.2714,7.1197,7.2977,7.3309,6.9832
"ENSG00000230795",7.0428,7.0293,7.7283,7.7782,7.6044,7.4828,8.1027,7.9135
"ENSG00000230797",7.3627,7.3211,7.5856,7.5429,7.6044,7.6425,7.6732,7.4031
"ENSG00000230812",7.3167,7.2219,7.3975,7.1845,7.398,7.1071,7.3806,7.3234
"ENSG00000230844",7.675,7.5586,7.6215,7.5078,7.5581,7.5827,7.5957,7.5618
"ENSG00000230847",6.9297,6.882,7.4211,7.1513,7.2309,7.2051,7.1451,7.3061
"ENSG00000230850",7.2838,7.1994,7.1401,7.0752,7.3733,7.3213,7.6409,7.6406
"ENSG00000230856",7.3627,7.4792,7.3728,7.4114,7.3606,7.3213,7.2366,7.4323
"ENSG00000230869",8.1521,8.2048,8.2553,8.1642,8.1208,8.0467,8.2702,8.0799
"ENSG00000230870",7.0428,6.9431,6.9915,7.0297,7.0978,7.1425,7.1698,6.9832
"ENSG00000230896",7.4189,7.2837,7.3975,7.5599,7.488,7.3328,7.4411,7.2696
"ENSG00000230897",8.642,8.6737,8.067,8.0922,8.068,8.0606,7.9198,7.9596
"ENSG00000230903",13.099,13.1937,12.7555,12.7107,12.3047,12.312,12.5304,12.5175
"ENSG00000230918",6.9297,6.9899,7.0491,6.9051,7.0745,6.939,7.2366,7.1644
"ENSG00000230928",7.0721,7.0639,7.3064,7.2153,7.1405,7.1071,7.2154,7.1399
"ENSG00000230953",7.2109,7.1994,7.4979,7.2441,7.3733,7.2977,7.3963,7.1874
"ENSG00000230979",10.2013,10.3167,9.8313,9.5856,9.9493,9.6593,9.6703,9.6595
"ENSG00000230982",7.6059,7.4931,7.6037,7.2714,7.3858,7.4828,7.4965,7.5254
"ENSG00000230989",10.6848,10.7628,10.6188,10.7901,10.7542,10.7788,10.5327,10.7178
"ENSG00000231006",9.9102,10.0656,9.3804,9.8312,8.9817,9.2829,9.5626,9.5095
"ENSG00000231007",7.099,7.1994,7.3975,7.322,7.3606,7.2729,7.4554,7.3566
"ENSG00000231025",7.8145,8.0131,7.766,7.9947,7.8974,7.7816,7.7819,7.76
"ENSG00000231028",7.1697,6.9431,7.2305,7.0752,7.022,6.9983,7.2154,6.9832
"ENSG00000231035",7.1241,6.9431,7.0742,7.0297,7.1405,7.1903,7.0595,6.9377
"ENSG00000231043",7.3478,7.3893,7.4768,7.3684,7.4666,7.3869,7.3645,7.5736
"ENSG00000231064",7.4189,7.4931,7.444,7.1845,7.3476,7.2977,7.3963,7.3403
"ENSG00000231074",9.0869,8.9087,9.2123,8.8891,9.2925,9.2947,9.1994,8.9988
"ENSG00000231084",7.0721,7.2219,7.1401,7.1845,7.2778,7.2601,7.2154,7.1644
"ENSG00000231106",8.6534,8.6175,9.1951,9.3254,8.9034,9.2483,8.0189,8.1756
"ENSG00000231113",7.3324,7.3389,7.1966,7.3684,7.3476,7.3551,7.3963,7.4323
"ENSG00000231125",6.9297,7.0952,7.0975,7.0752,7.0745,7.1071,7.1187,6.9832
"ENSG00000231154",7.1908,7.0639,7.0742,7.0297,7.0745,7.1252,7.0595,7.1399
"ENSG00000231160",7.458,7.2219,7.3975,7.4896,7.4099,7.1252,7.5226,7.3403
"ENSG00000231167",8.3077,8.4316,8.3472,8.5392,8.3055,8.2341,8.211,8.1633
"ENSG00000231177",6.9735,6.7344,6.9163,7.1845,7.1197,7.0881,7.0904,7.0216
"ENSG00000231185",7.0428,7.0293,7.0742,6.9051,7.022,7.1252,7.0253,7.0554
"ENSG00000231187",7.2487,7.2434,7.5081,7.3457,7.3733,7.4172,7.5721,7.5966
"ENSG00000231205",7.9139,7.8592,8.034,7.8281,7.878,7.9644,7.8447,7.8052
"ENSG00000231209",6.9735,6.882,7.0218,7.1845,7.1405,7.1071,7.0595,7.0859
"ENSG00000231234",7.9906,7.9671,7.567,7.8638,7.7213,7.6847,7.8003,7.8227
"ENSG00000231242",7.8384,7.7272,7.9343,7.5926,7.7814,7.6568,7.9514,7.6078
"ENSG00000231244",7.2302,7.1994,7.2774,7.2714,7.2142,7.2051,7.2366,7.1644
"ENSG00000231245",7.3914,7.3211,6.7344,7.1152,6.9917,7.0465,6.9403,7.1644
"ENSG00000231246",6.8725,7.1757,6.8631,7.3457,6.8632,7.1071,6.88,7.1139
"ENSG00000231249",7.1697,7.0952,7.1401,7.0297,7.1197,7.1252,7.1698,6.9832
"ENSG00000231258",7.495,7.6962,7.5479,7.5429,7.6133,7.6639,7.4693,7.4323
"ENSG00000231259",9.0035,9.0987,8.847,8.9947,9.0935,9.1006,9.1258,9.2894
"ENSG00000231290",7.2109,6.9431,7.1194,6.9051,7.1789,7.0465,7.483,7.1874
"ENSG00000231305",7.3005,7.3211,7.2774,7.0752,7.2925,7.2855,7.2154,7.0859
"ENSG00000231312",8.5099,8.8062,8.9443,9.2399,8.737,9.2002,8.7708,9.0357
"ENSG00000231313",7.1241,7.3027,7.2774,7.0752,7.247,7.2469,7.2154,7.4031
"ENSG00000231341",7.8693,7.9105,7.7127,7.9205,7.6395,7.9744,7.694,7.7024
"ENSG00000231345",7.73,7.571,7.7511,7.3903,7.0493,7.0465,7.2952,7.1399
"ENSG00000231346",7.1241,7.0952,7.2466,7.0297,7.1197,7.0234,7.0904,7.0554
"ENSG00000231351",7.3627,7.3729,7.3472,7.2441,7.2778,7.2977,7.2569,7.2696
"ENSG00000231360",7.3914,7.1994,7.2774,7.1845,7.398,7.3213,7.5478,7.4602
"ENSG00000231365",8.2353,8.2418,8.5899,8.5329,8.1712,8.3635,8.3042,8.2466
"ENSG00000231367",7.3005,7.124,7.2139,7.0297,6.9573,6.7344,7.0253,7.1139
"ENSG00000231369",7.2109,7.3027,7.1401,7.2441,7.1197,7.2855,7.3806,7.2696
"ENSG00000231389",7.0103,6.9899,7.9825,7.8869,7.4774,7.6132,7.6626,7.5966
"ENSG00000231407",7.3005,7.2639,7.3203,7.3903,7.3343,7.5427,7.3309,7.2881
"ENSG00000231409",8.7336,8.9571,8.5691,8.3704,8.4871,8.4314,8.3153,8.2861
"ENSG00000231414",8.3806,8.2048,8.4934,8.4408,8.3692,8.5537,8.2469,8.1817
"ENSG00000231434",7.5635,7.4206,7.4094,7.3903,7.5189,7.5748,7.4411,7.4323
"ENSG00000231437",7.1475,7.0952,6.9571,7.1513,6.8632,7.159,6.9864,6.9832
"ENSG00000231443",7.1908,7.1757,7.3339,7.3903,7.3343,7.3096,7.4411,7.1874
"ENSG00000231445",7.099,6.882,7.2305,6.9757,7.1789,7.2051,7.2569,7.1644
"ENSG00000231464",7.2302,7.0952,7.2774,7.2441,7.2142,7.344,7.3309,7.2503
"ENSG00000231466",7.1908,6.9431,6.9915,6.9051,7.1405,7.068,7.1451,6.9377
"ENSG00000231500",14.7066,14.8776,14.3956,14.1884,14.0421,14.0335,14.1992,14.143
"ENSG00000231503",7.3005,7.4792,7.3203,7.3903,7.4445,7.3096,7.3645,7.4031
"ENSG00000231528",7.6655,7.6417,7.7283,7.7909,7.247,7.1252,7.6073,7.5852
"ENSG00000231535",7.099,7.124,7.0975,7.2153,7.1197,7.2729,6.7344,6.7344
"ENSG00000231549",7.0103,7.1507,7.0975,7.0297,7.0978,7.0881,6.88,7.0216
"ENSG00000231551",7.1475,7.0952,7.2774,7.1513,7.3068,7.2855,7.4265,7.1874
"ENSG00000231563",7.0721,7.0639,7.1194,6.9051,7.0745,7.0234,7.0595,6.9377
"ENSG00000231574",7.3167,7.4506,7.5479,7.8158,7.2925,7.8293,7.5353,7.8815
"ENSG00000231579",7.9211,7.8592,7.8901,7.9423,7.9474,8.056,7.8788,7.9135
"ENSG00000231584",8.105,8.0131,8.1147,8.015,8.0788,8.123,8.1614,8.1695
"ENSG00000231595",7.1697,7.1757,7.0975,7.2714,7.1197,7.068,7.0904,7.0216
"ENSG00000231607",7.1241,7.0639,7.2139,7.1845,7.2626,7.2601,7.3133,7.3061
"ENSG00000231609",7.458,7.6189,7.7048,7.7782,7.7134,7.4828,7.5353,7.5001
"ENSG00000231611",7.1475,7.2219,7.0218,7.1152,7.0978,7.1425,7.1451,7.1139
"ENSG00000231628",6.9297,7.0293,6.9163,6.9757,7.2309,7.159,7.0595,7.0216
"ENSG00000231632",8.2459,8.3572,8.3926,8.7043,8.7123,9.0325,8.3373,8.8848
"ENSG00000231652",7.1475,7.1757,7.2305,7.2441,7.2778,7.2051,7.1187,7.2303
"ENSG00000231663",7.2666,7.2837,7.2139,7.2973,7.247,7.068,7.3133,7.0554
"ENSG00000231672",7.1697,7.124,7.8438,7.5599,7.3733,7.1903,7.4265,7.1874
"ENSG00000231684",7.2838,7.0639,6.9163,7.2153,6.7344,6.9983,7.1932,7.1139
"ENSG00000231686",8.6757,8.6695,8.4897,8.4611,8.8707,8.8452,8.6467,8.714
"ENSG00000231701",7.3627,7.3729,7.3728,7.2973,7.1789,7.2601,7.2952,7.2696
"ENSG00000231711",8.4625,8.3406,8.555,8.4611,8.2287,8.0788,8.4609,8.4653
"ENSG00000231721",7.9771,8.2296,8.2277,8.3031,8.3228,8.2763,8.211,8.5074
"ENSG00000231731",6.9735,7.124,7.0742,7.0297,7.1601,7.159,7.0904,6.8782
"ENSG00000231734",7.2487,7.1757,7.3728,7.1845,7.4217,7.3765,7.6186,7.3403
"ENSG00000231742",7.1475,7.124,7.0218,7.1845,7.0745,7.1252,7.3133,7.2303
"ENSG00000231747",8.1636,8.1922,8.0724,8.2069,7.891,8.1099,8.0334,8.1756
"ENSG00000231752",6.9735,6.882,7.1786,7.1152,7.488,7.6132,7.0595,6.8782
"ENSG00000231760",6.8725,6.9431,6.7344,6.7344,6.9165,6.8526,7.3645,7.2503
"ENSG00000231767",7.8617,7.9105,7.6558,7.8638,7.6732,7.7816,7.7042,7.7783
"ENSG00000231768",7.4189,7.3893,7.5183,7.4114,7.3068,7.2977,7.6732,7.4179
"ENSG00000231770",7.2838,7.2639,7.444,7.1152,7.398,7.3869,7.483,7.2503
"ENSG00000231784",7.1241,6.9431,7.1598,6.9051,7.2142,7.2855,7.2764,7.0216
"ENSG00000231789",7.6162,7.4792,7.6807,7.4114,7.7213,7.6982,7.483,7.5254
"ENSG00000231793",7.0103,7.2639,6.9915,7.1513,6.9165,6.939,7.0253,6.9832
"ENSG00000231822",7.4053,7.4051,7.3975,7.5078,7.4217,7.3328,7.4411,7.5618
"ENSG00000231841",7.4189,7.2639,7.1966,7.2441,7.3343,7.2195,7.2366,7.1644
"ENSG00000231889",8.0172,7.9826,7.8705,8.0348,7.7594,7.7816,7.9198,8.025
"ENSG00000231890",7.3324,7.0293,7.2305,7.1845,7.3343,7.6056,7.2569,7.2094
"ENSG00000231924",7.8693,7.3729,8.6889,8.19,7.831,7.5981,9.571,8.8113
"ENSG00000231925",10.8169,11.0013,11.0894,11.1316,11.273,11.1499,10.9676,11.0373
"ENSG00000231943",8.6496,8.7908,9.4028,8.5887,8.7247,8.4575,8.6509,8.0108
"ENSG00000231948",7.1697,7.124,7.0218,7.0297,6.9917,7.068,7.0253,6.9377
"ENSG00000231952",7.8305,7.7066,7.9156,7.852,7.8514,7.9844,7.9591,7.7506
"ENSG00000231982",7.1241,7.1757,7.0218,6.9051,6.9165,6.939,7.1187,6.9832
"ENSG00000231989",7.703,7.3389,7.6389,7.6543,7.6649,7.6708,7.5721,7.5618
"ENSG00000231991",11.334,12.0383,11.462,12.0294,11.2185,11.8069,11.2482,11.9303
"ENSG00000231995",7.6461,7.4792,7.6215,7.5429,7.9102,7.5345,7.6299,7.388
"ENSG00000231999",7.1241,7.2639,7.1786,7.2714,7.0978,7.068,6.9864,7.0216
"ENSG00000232004",7.4829,7.4506,7.2774,7.4709,7.398,7.5177,7.2569,7.5129
"ENSG00000232018",7.099,7.1994,7.0742,6.9757,7.1789,7.175,7.1187,6.9377
"ENSG00000232019",7.0103,7.0293,6.9571,6.9051,6.9573,6.8526,7.3309,7.2303
"ENSG00000232024",8.7546,8.7596,8.7599,8.7636,8.9274,8.9234,8.7746,8.7561
"ENSG00000232040",7.0721,6.7344,7.0975,7.1513,7.1405,7.159,7.1698,7.1399
"ENSG00000232046",7.1908,7.1994,7.3064,7.1845,7.2142,7.2729,7.1698,7.0216
"ENSG00000232060",7.495,7.3562,7.4094,7.4114,7.577,7.4739,7.3479,7.5001
"ENSG00000232063",7.5955,7.6748,7.3853,7.322,7.2778,7.2195,7.3645,7.2881
"ENSG00000232070",7.3005,7.3211,7.1401,6.9051,7.0745,6.9983,7.1187,7.0554
"ENSG00000232079",6.8725,6.7344,7.444,7.4516,6.7344,6.7344,6.88,6.9832
"ENSG00000232082",7.0428,7.1507,7.0491,7.1152,7.1789,7.3659,7.0595,7.1139
"ENSG00000232098",8.5916,8.5209,8.4126,8.682,8.5738,8.5597,8.6082,8.7485
"ENSG00000232104",7.0428,6.9431,7.0742,7.0297,7.1969,7.0881,7.2569,7.0859
"ENSG00000232111",6.7344,6.7344,9.0756,8.6707,6.7344,6.7344,6.7344,6.7344
"ENSG00000232112",8.8516,9.0458,8.7295,9.0801,8.6839,8.9608,8.7669,8.7598
"ENSG00000232116",7.2302,7.1507,7.2139,7.1845,7.2626,7.2469,7.2366,7.0859
"ENSG00000232119",9.0976,9.1318,9.1799,8.9858,9.2496,9.0448,8.9386,8.895
"ENSG00000232134",7.2487,7.3027,7.1194,7.3903,7.4332,7.2729,7.2154,7.2696
"ENSG00000232150",8.2083,8.0786,8.1352,8.015,8.2287,8.0232,8.2816,8.1571
"ENSG00000232160",7.9425,7.9749,8.0284,8.0922,7.9474,7.9794,7.9591,8.0596
"ENSG00000232176",7.099,7.3729,7.1194,7.1152,7.0745,7.0465,7.0595,6.9377
"ENSG00000232186",6.9735,7.0952,7.0491,7.1152,7.1197,6.9705,7.0595,7.0859
"ENSG00000232187",12.9302,13.0295,12.6753,13.0612,13.1012,12.848,12.5961,12.738
"ENSG00000232224",7.2666,7.0952,7.3064,7.2973,7.1789,7.159,7.2569,7.0554
"ENSG00000232229",7.4322,7.4051,7.466,7.2714,7.6222,7.5827,7.4411,7.3234
"ENSG00000232270",7.9495,7.767,7.5575,7.7909,7.6976,7.6915,7.7631,7.6406
"ENSG00000232274",7.2109,7.3562,7.0742,6.9757,7.3207,7.2977,7.2952,7.2094
"ENSG00000232284",7.6162,7.546,7.7734,7.5256,7.8974,7.7816,7.8272,7.4738
"ENSG00000232300",7.6844,7.6639,7.6127,7.322,7.5289,7.6639,7.4554,7.3566
"ENSG00000232320",8.6683,8.7397,8.7448,8.8938,8.8286,9.2289,8.812,8.7485
"ENSG00000232341",7.3914,7.3211,7.3339,7.322,7.247,7.2601,7.2569,7.2094
"ENSG00000232344",7.1697,7.0952,7.0218,7.2153,7.022,7.1903,7.0904,7.0216
"ENSG00000232346",9.0347,9.297,8.2868,8.19,8.1463,8.1613,7.7726,7.6924
"ENSG00000232352",7.099,7.0293,7.2622,6.9757,7.1197,6.8526,7.0253,7.1644
"ENSG00000232363",7.099,7.0639,7.1786,7.1152,6.9573,6.9705,7.0253,6.9832
"ENSG00000232368",8.062,7.9512,7.6969,7.6543,8.4018,7.9336,8.0189,7.8733
"ENSG00000232372",7.2838,7.2434,7.3203,7.2714,7.1969,7.2051,7.3309,7.1399
"ENSG00000232385",8.117,8.0856,7.5575,7.8034,7.6044,7.5177,7.7536,7.7412
"ENSG00000232387",7.2487,7.124,7.1598,7.2153,7.0978,7.0881,7.0595,7.2094
"ENSG00000232388",8.799,8.9707,8.7569,8.753,8.7822,8.8428,8.8231,8.8814
"ENSG00000232389",7.1908,7.1507,6.9915,6.9757,7.0978,7.068,7.0253,6.9377
"ENSG00000232415",7.1475,7.2219,7.0218,7.1845,6.9917,6.9015,7.0595,7.2503
"ENSG00000232434",7.6559,7.7373,7.5283,7.3903,7.4774,7.3096,7.4411,7.6298
"ENSG00000232439",7.0103,7.0639,7.0491,7.0752,7.0493,7.0465,7.0595,7.0859
"ENSG00000232442",7.3772,7.4051,7.4979,7.5256,7.398,7.2855,7.5721,7.4602
"ENSG00000232450",7.099,7.1507,7.1194,7.2714,7.0978,7.1252,7.0595,7.3403
"ENSG00000232453",7.3324,7.2434,7.3339,7.2714,7.4099,7.3972,7.3963,7.3403
"ENSG00000232454",7.0103,6.9899,6.9571,7.0752,7.1197,7.0234,7.0904,7.0554
"ENSG00000232457",6.9735,6.882,7.0218,6.7344,7.1969,7.2977,6.88,6.9832
"ENSG00000232460",8.1579,8.0427,8.0938,8.025,8.1613,8.1445,8.1614,8.3188
"ENSG00000232472",9.5769,9.7583,9.4047,9.3254,9.4302,9.3032,9.3155,9.2224
"ENSG00000232480",6.9297,6.882,7.1786,6.9757,7.1969,6.9705,7.1698,6.8782
"ENSG00000232485",7.0103,6.9431,7.0742,7.0752,7.022,7.0465,7.0904,7.0554
"ENSG00000232499",7.4705,7.5833,7.5763,7.5078,7.729,7.6847,7.5226,7.487
"ENSG00000232517",7.2109,7.0952,7.1786,7.1513,7.4217,7.4073,7.2569,7.0554
"ENSG00000232527",9.2444,9.1671,8.9572,8.7153,8.8596,8.8476,8.8978,8.8004
"ENSG00000232531",7.8305,7.7862,7.8438,7.6543,7.8378,7.6132,7.7243,7.5254
"ENSG00000232533",8.4799,8.7714,8.583,8.6362,8.3856,8.5597,8.4707,8.5074
"ENSG00000232545",7.2109,7.0639,7.3339,7.2714,7.2142,7.4073,7.3645,7.3234
"ENSG00000232559",8.0106,8.16,8.2462,8.1555,8.035,8.328,8.2231,8.2637
"ENSG00000232561",12.6885,12.6079,12.863,12.9186,13.1237,13.3154,12.6792,12.782
"ENSG00000232567",6.9735,6.882,6.9915,7.1845,7.1197,7.0881,7.0595,7.0859
"ENSG00000232573",10.3003,10.2923,10.0052,9.8922,9.9925,9.9689,9.9984,10.0022
"ENSG00000232593",7.1475,7.1994,7.1194,7.1513,7.1789,7.1903,7.2952,7.1139
"ENSG00000232600",7.2109,7.1994,7.2622,7.2714,7.3068,7.2855,7.3133,7.1644
"ENSG00000232611",7.3478,7.124,7.4327,7.3457,7.247,7.2334,7.4265,7.2503
"ENSG00000232615",7.2666,7.2434,7.1966,7.2153,7.1969,7.4917,7.2154,7.2094
"ENSG00000232630",7.3324,7.2434,7.2622,7.2973,7.2778,7.3659,7.2366,7.3403
"ENSG00000232637",10.7763,10.5068,10.8203,10.5091,11.0693,10.9631,10.9099,10.8121
"ENSG00000232640",7.2109,7.124,7.1194,7.1152,7.1601,7.0881,7.1932,7.0216
"ENSG00000232648",6.9735,7.0952,7.0975,7.0752,7.0493,7.0465,7.1187,7.3061
"ENSG00000232653",8.705,8.5679,8.9126,8.6007,8.7613,8.5417,8.6962,8.548
"ENSG00000232677",8.1749,8.0995,8.4006,8.3031,8.4568,8.3877,8.2469,8.0664
"ENSG00000232678",6.8725,6.882,7.1401,6.9051,7.1601,6.9983,7.1187,7.1399
"ENSG00000232699",7.6938,7.6748,7.6725,7.4516,7.9413,7.5427,7.7143,7.5966
"ENSG00000232702",8.2773,8.2599,8.4126,8.3108,8.5808,8.3911,8.1803,8.0664
"ENSG00000232706",7.3627,7.3389,7.1401,7.4516,7.1969,7.2469,7.3806,7.3403
"ENSG00000232712",7.0721,7.0639,7.0491,7.0752,7.2778,7.1425,6.9403,7.0859
"ENSG00000232713",7.3478,7.3893,7.0975,7.2153,7.0745,7.068,6.9403,6.9377
"ENSG00000232725",7.3167,7.2837,7.1194,7.1513,7.3207,7.1252,7.3133,7.0216
"ENSG00000232742",8.3853,8.5861,8.5967,8.6245,8.524,8.7468,8.4462,8.7179
"ENSG00000232774",7.0428,7.0639,7.2305,7.0752,7.1969,7.2195,7.1698,7.0554
"ENSG00000232775",7.5068,7.52,7.3203,7.3903,7.9227,8.0606,7.4965,7.4323
"ENSG00000232788",6.7344,7.124,7.0218,7.0752,6.9917,7.1425,6.9864,7.0859
"ENSG00000232801",7.2487,7.1757,7.0975,7.2153,7.1969,7.0234,7.2764,7.1874
"ENSG00000232807",7.8225,8.1064,8.0561,8.2235,7.5485,7.9593,7.9357,7.9213
"ENSG00000232811",6.9297,7.0293,7.1401,7.1513,6.9573,6.9983,7.0904,6.9832
"ENSG00000232815",7.2666,7.124,7.2622,7.1845,7.5189,7.4555,7.1932,7.1139
"ENSG00000232818",7.1908,7.1994,7.0742,7.0752,7.0978,7.175,7.1187,7.0554
"ENSG00000232821",7.0721,7.2837,7.1786,7.1513,7.1405,7.0881,7.0253,7.1874
"ENSG00000232833",7.1908,7.0952,7.0491,7.1152,7.022,7.0465,7.0904,7.0216
"ENSG00000232838",7.0721,7.2434,6.9571,7.0297,6.8632,6.9705,7.0595,7.0859
"ENSG00000232850",7.0428,7.0293,6.9915,7.0752,7.022,7.0234,7.0904,7.0859
"ENSG00000232852",7.3478,7.0952,7.4327,7.2441,7.2626,7.344,7.1451,6.9832
"ENSG00000232855",8.2353,9.0553,9.1174,9.3695,8.2519,8.8428,8.9782,9.2011
"ENSG00000232859",7.9703,7.8592,7.9941,7.9314,7.9165,7.7505,8.0262,7.8567
"ENSG00000232860",7.0103,6.9899,7.2139,7.1152,7.247,7.0465,7.0595,7.1399
"ENSG00000232871",7.3005,6.7344,6.9915,6.9757,7.0493,6.939,7.2952,6.9377
"ENSG00000232882",7.1241,7.3562,7.4094,7.6393,7.5189,7.4828,7.3806,7.722
"ENSG00000232888",8.1861,8.1794,7.6888,7.6543,7.7367,7.7755,7.8534,7.7024
"ENSG00000232909",7.0428,7.1994,6.9163,7.1513,7.0745,7.1071,6.9864,7.0859
"ENSG00000232926",7.2109,6.9899,6.9163,7.0297,7.1197,7.2334,7.0253,7.2094
"ENSG00000232931",8.4223,8.4621,8.4746,8.4745,8.5527,8.1187,8.4899,8.0865
"ENSG00000232938",8.4929,8.1922,8.2868,8.0049,8.4257,8.2839,8.3588,8.1062
"ENSG00000232940",7.099,7.0293,7.0742,7.0297,7.2142,7.0881,7.0904,7.1139
"ENSG00000232951",7.1908,6.9899,6.9915,7.0297,6.9917,7.0881,7.0595,6.8782
"ENSG00000232952",7.7562,7.571,7.5763,7.5764,7.5289,7.6056,7.7726,7.5378
"ENSG00000232956",7.8384,8.1132,7.9587,7.8638,7.9474,8.1487,8.174,7.9819
"ENSG00000232973",7.1908,7.3027,7.2305,7.2441,7.3606,7.2334,7.0595,7.0859
"ENSG00000232977",7.3914,7.2434,7.5479,7.3457,7.4557,7.5509,7.4265,7.3061
"ENSG00000232995",7.1475,7.0639,7.1786,7.1152,7.1601,7.2195,7.1451,7.0859
"ENSG00000233003",7.3478,7.1994,7.5381,7.3684,7.3343,7.4367,7.3806,7.3403
"ENSG00000233006",7.1475,6.9899,7.0742,7.2153,7.1197,7.068,7.1187,7.1399
"ENSG00000233013",7.8225,7.7066,8.2041,7.7652,7.4774,7.3213,7.9278,7.7024
"ENSG00000233016",9.4196,9.3837,9.682,9.5856,9.7503,9.4314,9.9122,9.9248
"ENSG00000233024",9.8695,10.2845,10.1803,10.5047,9.9913,10.1467,10.2215,10.2949
"ENSG00000233030",7.0428,7.0293,7.1786,7.0297,7.2626,7.0234,7.1932,6.8782
"ENSG00000233045",9.3681,9.3588,9.452,9.3894,9.216,9.257,9.2951,9.329
"ENSG00000233057",9.4027,9.4536,8.2599,8.753,7.7959,8.1187,8.5908,8.4316
"ENSG00000233058",7.2302,7.2434,7.2305,7.1845,7.1405,7.2729,7.3133,7.2094
"ENSG00000233084",8.4581,8.1922,8.4284,8.2152,8.4983,8.3387,8.1803,7.8896
"ENSG00000233087",7.8225,7.7572,8.0507,8.2877,8.0948,8.1487,8.1027,8.1383
"ENSG00000233094",7.099,6.9431,7.0975,7.1845,7.1601,7.1252,7.0595,7.0216
"ENSG00000233098",6.9735,6.9899,6.9915,7.0752,7.1197,7.1252,7.0904,6.8782
"ENSG00000233101",7.9495,7.9749,7.8901,8.0348,7.3733,7.3765,7.8872,7.8567
"ENSG00000233111",7.1241,7.124,7.0491,7.1845,7.247,7.2051,7.0904,7.1644
"ENSG00000233117",7.1908,7.9592,7.3064,8.4544,7.1601,7.9644,7.2569,8.7217
"ENSG00000233122",7.2838,7.1994,7.1401,7.2441,7.1789,7.2334,7.3133,7.1644
"ENSG00000233133",7.099,7.124,7.1401,7.2153,7.0493,7.0881,7.1932,7.1874
"ENSG00000233137",10.2992,10.2754,10.2898,10.2669,10.3015,10.2764,10.4371,10.318
"ENSG00000233170",7.1908,7.2434,7.0218,7.0297,7.1969,7.2051,7.1451,7.1874
"ENSG00000233178",7.5414,7.4792,7.6558,7.3903,7.4445,7.3213,7.483,7.5001
"ENSG00000233184",8.0106,7.7473,8.0724,7.953,8.1613,7.9388,7.9117,7.6298
"ENSG00000233198",7.1908,7.1507,6.9915,7.0752,7.0493,7.1252,7.1187,7.0554
